chr	window	dist_mean	r2_ExpG_mean	D_mean	Dprime_mean	r2_mean	dist_min	r2_ExpG_min	D_min	Dprime_min	r2_min	dist_max	r2_ExpG_max	D_max	Dprime_max	r2_max
Mme_chr01	(5e+05,5.5e+05]	23290.088606500693	0.025743151192946057	0.00431191830912863	0.7569779788208852	0.1037382024550484	3	0	-0.235264	1e-4	0	49988	0.384252	0.235737	1	0.999505
Mme_chr01	(5.5e+05,6e+05]	15354.977477477478	0.025320542084942086	0.0046679018018018015	0.743977757014157	0.10404686312741313	15	0	-0.246225	1.15e-4	0	44389	0.523859	0.244698	1	0.99986
Mme_chr01	(6e+05,6.5e+05]	12992.73302560249	0.02546215017980785	0.0059237408083302025	0.7424266906231549	0.10622432086307766	14	0	-0.235112	2.53e-4	0	30918	0.469232	0.248503	1	0.999642
Mme_chr01	(6.5e+05,7e+05]	9800.459277036149	0.026257804934753264	0.005036863919304035	0.7625676156067197	0.09887356040947953	4	0	-0.245725	9.3e-5	0	22915	0.671086	0.235793	1	0.999761
Mme_chr01	(7e+05,7.5e+05]	14819.736245375343	0.02511474949277957	0.005746883219954649	0.7589639047619048	0.10024516427974699	7	0	-0.247481	1.76e-4	0	37536	0.695507	0.240985	1	0.999472
Mme_chr01	(7.5e+05,8e+05]	11717.948945769267	0.025314597228616148	0.005548603075223276	0.7667287743762085	0.09669265928551699	4	0	-0.244176	3.5e-5	0	26825	0.66943	0.24913	1	0.999586
Mme_chr01	(8e+05,8.5e+05]	15068.255798502054	0.02629634223242329	0.005989150398647016	0.7582152836433921	0.10779451032858178	7	0	-0.230545	7e-6	0	39729	0.494686	0.237325	1	0.999419
Mme_chr01	(8.5e+05,9e+05]	11823.857797952662	0.025233834499050443	0.005372454398073093	0.7715405668164343	0.09687157932280328	7	0	-0.248334	2.4e-5	0	32884	0.722114	0.24086	1	0.999681
Mme_chr01	(9e+05,9.5e+05]	10440.006512681526	0.02783091068322479	0.006127186845192346	0.7482421988997209	0.1060369439747583	13	0	-0.245819	2.6e-5	0	29501	0.621031	0.229703	1	0.999918
Mme_chr01	(9.5e+05,1e+06]	13673.089212953035	0.027137330045035386	0.006000278576024019	0.7919708432339696	0.10303800428908429	8	0	-0.238896	1.56e-4	0	49747	0.66686	0.222821	1	0.999822
Mme_chr01	(1e+06,1.05e+06]	18543.15286624204	0.027353140127388535	0.0060591273885350315	0.775672898089172	0.11664442675159235	41	1e-6	-0.092154	0.005099	3e-6	43113	0.170128	0.135461	1	0.99108
Mme_chr01	(1.05e+06,1.1e+06]	967.7608695652174	0.028013	0.012056804347826086	0.7338604347826087	0.09282552173913043	37	1e-6	-0.035263	0.005585	3e-5	2071	0.118827	0.150014	0.999974	0.556686
Mme_chr01	(1.1e+06,1.15e+06]	21925.271739130436	0.024473135265700482	0.006507240338164251	0.7705626823671498	0.1079541533816425	14	0	-0.156169	0.003576	0	49142	0.267598	0.162759	1	0.997994
Mme_chr01	(1.15e+06,1.2e+06]	21308.61301775148	0.027536621301775147	0.007104569230769231	0.7956732295857988	0.10693967810650888	13	0	-0.177925	0.002181	3e-6	49997	0.434399	0.196796	1	0.999594
Mme_chr01	(1.2e+06,1.25e+06]	13940.125	0.013089125	-0.0076608125	0.8974164375	0.093461	6301	6.4e-5	-0.077337	0.179729	0.005225	19051	0.073276	0.079114	0.999074	0.727408
Mme_chr01	(1.25e+06,1.3e+06]	25250.176470588234	0.020739209150326798	0.003998111111111111	0.7388829673202615	0.10369822222222222	22	0	-0.18572	0.004145	4e-6	49925	0.165157	0.21692	1	0.841084
Mme_chr01	(1.3e+06,1.35e+06]	20397.003120124806	0.02847902652106084	0.005131390015600624	0.7448630624024961	0.12366589079563182	42	0	-0.236033	0.004635	2e-6	49939	0.267864	0.187075	1	0.999579
Mme_chr01	(1.35e+06,1.4e+06]	20450.25806451613	0.024204962365591397	0.0031215591397849465	0.7820835537634409	0.09450714516129033	43	1e-6	-0.137811	0.008448	5.6e-5	46095	0.180868	0.140026	0.999996	0.997948
Mme_chr01	(1.4e+06,1.45e+06]	15753.566831683169	0.0352749702970297	0.007268873762376238	0.7829209480198019	0.11720276237623763	33	0	-0.10543	8.08e-4	0	49961	0.35091	0.156122	0.999996	0.998831
Mme_chr01	(1.45e+06,1.5e+06]	12054.839950372208	0.02985178535980149	0.005869807692307692	0.7613311129032259	0.10826519727047146	16	0	-0.143338	0.003695	3e-6	40108	0.463844	0.171521	1	0.999581
Mme_chr01	(1.5e+06,1.55e+06]	27387.175824175825	0.029241483516483518	0.010418087912087912	0.7191584065934066	0.11893956043956044	39	5e-6	-0.106215	0.082182	4.53e-4	49769	0.34795	0.180434	1	0.893978
Mme_chr01	(1.55e+06,1.6e+06]	16598.71875	0.02892016826923077	0.007203239182692308	0.8228129471153847	0.11247250600961538	6	0	-0.230451	9.93e-4	1e-6	49978	0.272691	0.176359	1	0.998952
Mme_chr01	(1.6e+06,1.65e+06]	20522.930041152264	0.0286309341563786	0.005461711934156378	0.8310682592592593	0.11515071193415638	64	0	-0.169468	0.009279	8e-6	49904	0.188707	0.188588	1	0.969784
Mme_chr01	(1.65e+06,1.7e+06]	22673.018932038834	0.027186494660194176	0.0066727417475728155	0.7682549854368932	0.1135578932038835	6	0	-0.19146	2.36e-4	0	49961	0.575897	0.226809	1	0.999634
Mme_chr01	(1.7e+06,1.75e+06]	27160.689239332096	0.02958574025974026	0.005329004638218924	0.7498246669758812	0.1232240426716141	9	0	-0.211604	0.001427	2e-6	49935	0.340595	0.232692	1	0.998897
Mme_chr01	(1.75e+06,1.8e+06]	13690.728731120404	0.02673137861592286	0.006194485962966123	0.7168463736666951	0.11070382583838212	14	0	-0.249219	2.85e-4	0	49991	0.417153	0.245245	1	0.999576
Mme_chr01	(1.8e+06,1.85e+06]	26635.47007281254	0.025159495001851166	0.005527153276564236	0.7485941899296557	0.11161858250030852	7	0	-0.228961	1.56e-4	0	49998	0.668008	0.240508	1	0.999878
Mme_chr01	(1.85e+06,1.9e+06]	18300.998372925478	0.025961966889033516	0.004825339082329971	0.7509212747315327	0.10479241482264888	9	0	-0.237165	1e-4	0	49986	0.442651	0.247576	1	0.999534
Mme_chr01	(1.9e+06,1.95e+06]	18676.298481102083	0.026432507241257504	0.003324179441893324	0.741722812787001	0.11651818262098199	17	0	-0.216163	9.99e-4	0	49974	0.498775	0.243655	1	0.99955
Mme_chr01	(1.95e+06,2e+06]	23459.50506970849	0.027262398288973384	0.00576975	0.7736922024714828	0.11360621356147022	8	0	-0.238693	0.001231	0	49984	0.560441	0.23383	1	0.999564
Mme_chr01	(2e+06,2.05e+06]	23763.94904458599	0.026446881920627142	0.005558505634492896	0.7358989701126899	0.1106032841744243	11	0	-0.195213	6.43e-4	0	49994	0.558392	0.234706	1	0.999613
Mme_chr01	(2.05e+06,2.1e+06]	27099.24570273003	0.028958394337714865	0.0034335551061678462	0.7255671415571284	0.10918787158746208	8	0	-0.229609	1.45e-4	0	49993	0.345017	0.223452	1	0.999546
Mme_chr01	(2.1e+06,2.15e+06]	25690.30029325513	0.028285541935483872	0.003722790029325513	0.7314646187683285	0.10381997771260996	9	0	-0.169169	2.15e-4	0	49979	0.365699	0.249193	1	0.999576
Mme_chr01	(2.15e+06,2.2e+06]	18024.607816711592	0.029138972237196765	0.005332316172506738	0.7624665433962264	0.10891946684636118	9	0	-0.23855	1.02e-4	0	49999	0.407989	0.240444	1	0.999653
Mme_chr01	(2.2e+06,2.25e+06]	24768.516584333098	0.0281753443895554	0.00965596894848271	0.761622843330981	0.11496221383203951	17	0	-0.158424	7.79e-4	0	49978	0.588989	0.227838	1	0.999636
Mme_chr01	(2.25e+06,2.3e+06]	21496.744372990353	0.027096545819935692	0.005536682475884245	0.775908191318328	0.09326029823151126	25	0	-0.139145	3.53e-4	0	49969	0.353304	0.211941	1	0.999458
Mme_chr01	(2.3e+06,2.35e+06]	24969.11418685121	0.029839287197231834	0.0077244809688581315	0.8019517266435986	0.12465284083044982	6	0	-0.171865	0.01993	1.56e-4	49267	0.276393	0.174276	1	0.999585
Mme_chr01	(2.35e+06,2.4e+06]	17920.14133738602	0.028239436170212767	0.011266237082066869	0.7458694817629179	0.11585406079027355	5	0	-0.134161	3.84e-4	0	49277	0.285323	0.203157	1	0.999453
Mme_chr01	(2.4e+06,2.45e+06]	10969.953271028038	0.025539644859813086	0.008767857943925234	0.7274351457943925	0.11936324112149532	34	0	-0.18572	0.003141	1e-6	22309	0.247575	0.189698	1	0.999225
Mme_chr01	(2.45e+06,2.5e+06]	10321.144606290902	0.027038428224614736	0.006699326155794807	0.7925161690943635	0.11321598986700443	13	0	-0.185652	3e-5	0	31926	0.536086	0.235409	1	0.999817
Mme_chr01	(2.5e+06,2.55e+06]	15122.049758316747	0.026707572362809212	0.005882701165766278	0.803638957065681	0.10896192465169179	10	0	-0.198064	0.001124	0	49991	0.524897	0.244576	1	0.999448
Mme_chr01	(2.55e+06,2.6e+06]	25763.619834710742	0.02835831611570248	0.010879021694214876	0.7805854349173553	0.132958902892562	14	0	-0.205146	0.004753	2e-6	49923	0.278972	0.239189	1	0.99951
Mme_chr01	(2.6e+06,2.65e+06]	29869.28100309172	0.025747463071109585	0.006392974922706973	0.7816490377877018	0.10780040364136036	6	0	-0.160239	9.74e-4	0	49999	0.303629	0.237792	1	0.999242
Mme_chr01	(2.65e+06,2.7e+06]	13438.771884296475	0.0261548149882904	0.005955203810367745	0.7811135974428761	0.11060180327868853	3	0	-0.245061	6.9e-5	0	36077	0.572889	0.247464	1	0.99971
Mme_chr01	(2.7e+06,2.75e+06]	14289.053586723769	0.025606342237687367	0.005596251766595289	0.7794128267665953	0.10368358656316916	5	0	-0.241647	2.93e-4	0	37167	0.409764	0.248764	1	0.99966
Mme_chr01	(2.75e+06,2.8e+06]	13165.734741784037	0.026712648706190632	0.006301778250900753	0.7756257991047057	0.10854187291188995	14	0	-0.240381	6e-5	0	34236	0.880064	0.24616	1	0.999794
Mme_chr01	(2.8e+06,2.85e+06]	15822.959762026612	0.02659058444216991	0.005413074334698055	0.7711102797466735	0.10788582798106448	9	0	-0.213691	8.1e-5	0	42395	0.828975	0.244011	1	0.999896
Mme_chr01	(2.85e+06,2.9e+06]	20796.927044833683	0.02543669853768279	0.0060219969468102204	0.7774617354170015	0.10533062164550859	11	0	-0.23028	4.41e-4	0	49981	0.703078	0.234026	1	0.999594
Mme_chr01	(2.9e+06,2.95e+06]	10031.154506437768	0.02710237153350941	0.00622877686530208	0.7863028662099703	0.10825259272862331	5	0	-0.225346	1e-5	0	30672	0.787619	0.249215	1	0.999728
Mme_chr01	(2.95e+06,3e+06]	9728.873429254774	0.028372820204244333	0.0037539993925819067	0.7524783393189325	0.1075163418245321	9	0	-0.247541	1.19e-4	0	26815	0.743345	0.239564	1	0.999699
Mme_chr01	(3e+06,3.05e+06]	10935.74939677433	0.026789870168903187	0.005329860517292469	0.7689086049612666	0.10879343940227744	8	0	-0.248772	2e-6	0	25422	0.576737	0.243213	1	0.999708
Mme_chr01	(3.05e+06,3.1e+06]	9067.691334552102	0.026671953382084095	0.005317231261425959	0.7389818851553931	0.0971907741499086	13	0	-0.239178	1.45e-4	0	23854	0.655621	0.247605	1	0.999747
Mme_chr01	(3.1e+06,3.15e+06]	8760.204228132516	0.026126926276874483	0.005210284447794408	0.7269623174329708	0.10261772524317146	10	0	-0.246548	2.7e-5	0	23359	0.392023	0.239431	1	0.999816
Mme_chr01	(3.15e+06,3.2e+06]	10031.761623700544	0.026823792125204676	0.005575032862419557	0.7685834520391455	0.10522172274475458	7	0	-0.236063	1e-6	0	24940	0.84865	0.241836	1	0.999802
Mme_chr01	(3.2e+06,3.25e+06]	8919.765905620592	0.02799065640223951	0.005375079582636516	0.7820599053297462	0.110582726277903	8	0	-0.245039	1.5e-5	0	23914	0.68361	0.245103	1	0.999823
Mme_chr01	(3.25e+06,3.3e+06]	14522.573288221127	0.026270932446381467	0.006017403027870169	0.7616841776006423	0.11152489270558551	8	0	-0.230299	3.9e-5	0	37881	0.566108	0.219279	1	0.999622
Mme_chr01	(3.3e+06,3.35e+06]	8653.978474764095	0.027320051915779575	0.0054026746029080894	0.7648868088585916	0.10411631475200644	4	0	-0.243429	4.2e-5	0	24524	0.659596	0.237287	1	0.999888
Mme_chr01	(3.35e+06,3.4e+06]	8311.291732594937	0.02652836619857595	0.005182162117616034	0.7458464877043777	0.10286872099156118	4	0	-0.241297	1.4e-5	0	20688	0.85161	0.247144	1	0.999806
Mme_chr01	(3.4e+06,3.45e+06]	10442.588296456497	0.027133186491432374	0.004897779321244385	0.7367421890700383	0.10359847874729662	10	0	-0.234899	9e-6	0	26902	0.866459	0.234982	1	0.999667
Mme_chr01	(3.45e+06,3.5e+06]	7949.144008828127	0.028938242926769456	0.005090960825184686	0.7534876676577874	0.103021995126138	10	0	-0.248241	4.5e-5	0	20962	0.933228	0.243399	1	0.999848
Mme_chr01	(3.5e+06,3.55e+06]	8147.921233665778	0.03009166021526612	0.004963608999045456	0.7716039184358645	0.11250487870708667	3	0	-0.248172	1.6e-5	0	19227	0.776055	0.249932	1	0.999871
Mme_chr01	(3.55e+06,3.6e+06]	8006.366280747891	0.0314367494948847	0.006781779898014817	0.7647789681857542	0.11566099329720021	7	0	-0.248452	2.5e-5	0	20992	0.788203	0.249878	1	0.999862
Mme_chr01	(3.6e+06,3.65e+06]	9254.732170982748	0.02829992494780411	0.005591872642027765	0.7759730287535255	0.11397689176220652	10	0	-0.240347	1.1e-5	0	28973	0.68526	0.243874	1	0.999802
Mme_chr01	(3.65e+06,3.7e+06]	9678.910540941795	0.03234057794358369	0.004307241805930945	0.7655602256652327	0.1232376151357113	8	0	-0.247606	2.4e-5	0	25737	0.70925	0.246831	1	0.99972
Mme_chr01	(3.7e+06,3.75e+06]	8584.226678621926	0.0295403112390937	0.005402614373900748	0.7629416489291996	0.11125229958271546	7	0	-0.24523	7.3e-5	0	19950	0.926862	0.247438	1	0.999914
Mme_chr01	(3.75e+06,3.8e+06]	9509.591029023746	0.0293899358950537	0.00520311557471478	0.7374202374298562	0.11674622761901222	4	0	-0.248645	9e-6	0	26820	0.886088	0.249955	1	0.999787
Mme_chr01	(3.8e+06,3.85e+06]	10604.909536560248	0.030294298990731206	0.004259901874356334	0.7310078828012359	0.11300179064881566	9	0	-0.249878	1.1e-5	0	28001	0.590878	0.249746	1	0.999748
Mme_chr01	(3.85e+06,3.9e+06]	8577.621589807506	0.03065448961362692	0.004477672967733001	0.7227460374948068	0.11158664714028528	17	0	-0.243065	9.8e-5	0	23533	0.870897	0.244046	1	0.999939
Mme_chr01	(3.9e+06,3.95e+06]	8907.633557592784	0.0315800436196954	0.00412026463847405	0.7185952981664941	0.10747345342303712	5	0	-0.245025	5.6e-5	0	31883	0.658375	0.249936	1	0.999835
Mme_chr01	(3.95e+06,4e+06]	23246.784044836633	0.031601613641783925	0.0027493303124254713	0.7097998394943954	0.11410857882184593	29	0	-0.223053	8.9e-5	0	49988	0.454554	0.219787	1	0.999757
Mme_chr01	(4e+06,4.05e+06]	21695.401998889505	0.02834500488617435	0.0023189272626318713	0.6898011520266518	0.09672233081621322	25	0	-0.232042	3.02e-4	0	49996	0.392521	0.238306	1	0.99969
Mme_chr01	(4.05e+06,4.1e+06]	12115.667481203007	0.027100503430451128	0.005082138862781955	0.7330614451127819	0.10201403886278196	7	0	-0.235467	2.13e-4	0	30775	0.857616	0.248037	1	0.999849
Mme_chr01	(4.1e+06,4.15e+06]	9621.45201045201	0.028221551655551656	0.005545951288951289	0.7291859766779767	0.10538433777933778	9	0	-0.241603	3e-6	0	27874	0.687234	0.246965	1	0.999842
Mme_chr01	(4.15e+06,4.2e+06]	8067.170385329468	0.028155863587505294	0.004618880622781017	0.729905480082082	0.1042109684700824	14	0	-0.24486	2.5e-5	0	19904	0.795255	0.248387	1	0.999866
Mme_chr01	(4.2e+06,4.25e+06]	8547.225545044586	0.028036824568541688	0.004989004814701794	0.7576011108737667	0.10308759878615265	5	0	-0.228546	1.17e-4	0	19845	0.811032	0.249205	1	0.999736
Mme_chr01	(4.25e+06,4.3e+06]	6694.5382771070745	0.028465017657677987	0.005397603040731129	0.7587249612715785	0.10541189552070405	7	0	-0.243374	1.2e-5	0	22906	0.861658	0.245356	1	0.999783
Mme_chr01	(4.3e+06,4.35e+06]	12646.203886229232	0.0272528319722144	0.00595695175068056	0.7546498781094527	0.10629816582183423	7	0	-0.215022	1.42e-4	0	29852	0.622681	0.236108	1	0.999644
Mme_chr01	(4.35e+06,4.4e+06]	11789.241224862888	0.030353494652650824	0.006700458500914077	0.7753027545246801	0.11243775109689214	6	0	-0.248688	7.4e-5	0	36900	0.865873	0.24297	1	0.999834
Mme_chr01	(4.4e+06,4.45e+06]	7502.767340819386	0.029962852247345715	0.00528273102224398	0.78717365511122	0.1091774496833216	4	0	-0.234158	8.4e-5	0	34257	0.896549	0.238217	1	0.999777
Mme_chr01	(4.45e+06,4.5e+06]	7335.677862371888	0.0282365878477306	0.005503701727672035	0.7745168263250366	0.1036679446852123	6	0	-0.24823	1.18e-4	0	18113	0.698242	0.240419	1	0.999882
Mme_chr01	(4.5e+06,4.55e+06]	9682.957893187087	0.028187049394530532	0.005753662298943649	0.7796270375795944	0.1058378731642681	6	0	-0.249222	7e-6	0	35520	0.897401	0.230929	1	0.999855
Mme_chr01	(4.55e+06,4.6e+06]	11250.425730669627	0.028011803736588976	0.006006017295597485	0.7864523559933407	0.11351483809655938	9	0	-0.238707	7.3e-5	0	36852	0.597938	0.233389	1	0.999822
Mme_chr01	(4.6e+06,4.65e+06]	10484.01760675228	0.027574230249126468	0.006221056223623905	0.7449351764305486	0.1155144988428552	4	0	-0.248843	5.9e-5	0	25598	0.681301	0.248978	1	0.999864
Mme_chr01	(4.65e+06,4.7e+06]	16227.098983288535	0.02592082435432979	0.0048992909898328855	0.7519704558256398	0.10580943782867827	8	0	-0.23722	1.7e-5	0	41775	0.890246	0.249929	1	0.99979
Mme_chr01	(4.7e+06,4.75e+06]	10638.868695873663	0.029202346578366446	0.005166793003905587	0.7969079872219392	0.10753447987773816	9	0	-0.227024	1.49e-4	0	32158	0.543044	0.235332	1	0.999753
Mme_chr01	(4.75e+06,4.8e+06]	10029.432127209548	0.028430981605982775	0.005413609457621997	0.7363145719519565	0.10728714605680617	4	0	-0.246406	9.6e-5	0	25544	0.893267	0.245216	1	0.999872
Mme_chr01	(4.8e+06,4.85e+06]	7184.979592449206	0.029359139041445336	0.005285391794964137	0.7346445160709463	0.10556101866690676	5	0	-0.231576	2.3e-5	0	22908	0.605968	0.248871	1	0.999863
Mme_chr01	(4.85e+06,4.9e+06]	8771.24225096754	0.03421160953244308	0.0051071662424601654	0.7581636907708936	0.11596915647989958	17	0	-0.249719	4.1e-5	0	23286	0.796658	0.249889	1	0.999826
Mme_chr01	(4.9e+06,4.95e+06]	11050.65925410157	0.028875659645763524	0.004418661691109274	0.751732253405283	0.10836263131554898	7	0	-0.24222	7.7e-5	0	27139	0.785948	0.241044	1	0.999888
Mme_chr01	(4.95e+06,5e+06]	8258.703299941073	0.031060628036404112	0.0048586896811366465	0.7620758745171217	0.10885052144306948	5	0	-0.243679	8.9e-5	0	19482	0.949779	0.247496	1	0.999944
Mme_chr01	(5e+06,5.05e+06]	7256.0544760582925	0.030603898421235252	0.0055340992077261165	0.7471734592875318	0.10527951587439278	10	0	-0.233402	3.1e-5	0	19568	0.995455	0.249504	1	0.999915
Mme_chr01	(5.05e+06,5.1e+06]	7744.4838690059905	0.028275393346915194	0.0050434270380393465	0.7408446903031594	0.1033818240642199	15	0	-0.249803	1.06e-4	0	18068	0.557948	0.249477	1	0.999809
Mme_chr01	(5.1e+06,5.15e+06]	6332.353524009184	0.02910564642607567	0.0050846948687231705	0.73599826644704	0.09963759893181591	5	0	-0.249945	4e-6	0	16065	0.731766	0.245181	1	0.999787
Mme_chr01	(5.15e+06,5.2e+06]	6506.133615144275	0.030530589387455037	0.004808731666972983	0.7416361100900569	0.10527331191745215	9	0	-0.24539	7.3e-5	0	16645	0.722657	0.249828	1	0.999862
Mme_chr01	(5.2e+06,5.25e+06]	8140.516392914654	0.029376665314009662	0.003029749565217391	0.7600369432206119	0.10617775819645733	18	0	-0.24579	3e-6	0	20904	0.683502	0.236394	1	0.999878
Mme_chr01	(5.25e+06,5.3e+06]	6331.192158917921	0.029761381023682962	0.004717445060018467	0.7495575522946769	0.10114116667914452	4	0	-0.248848	3e-6	0	16560	0.880554	0.247897	1	0.999838
Mme_chr01	(5.3e+06,5.35e+06]	7816.172668341553	0.030532559070748425	0.004231463012933842	0.7247517330417791	0.10343205970658478	6	0	-0.23785800000000001	9.8e-5	0	19356	0.827911	0.248131	1	0.999903
Mme_chr01	(5.35e+06,5.4e+06]	8047.734436042848	0.030841149495904222	0.004487764366729679	0.7247539879647132	0.10496474470699432	4	0	-0.24948	5.9e-5	0	18794	0.790184	0.248438	1	0.99986
Mme_chr01	(5.4e+06,5.45e+06]	7520.285769817301	0.03215222868761774	0.004258268935203181	0.7434739931824298	0.11226021789313159	10	0	-0.246812	1.37e-4	0	17853	0.805918	0.249029	1	0.999854
Mme_chr01	(5.45e+06,5.5e+06]	6436.0395816819655	0.030691994988365848	0.004748209516990974	0.7617781151908768	0.10523923687642231	9	0	-0.245741	1.4e-5	0	15539	0.841997	0.246006	1	0.999937
Mme_chr01	(5.5e+06,5.55e+06]	6801.295989009509	0.031118361016081675	0.0045325043773401935	0.7517837929046682	0.10637162416830537	10	0	-0.246992	7e-6	0	15634	0.675363	0.248202	1	0.99973
Mme_chr01	(5.55e+06,5.6e+06]	8969.892025307654	0.027316882882569702	0.006026376625182507	0.7557178549329069	0.10902792859625947	4	0	-0.240641	3.03e-4	0	21315	0.579124	0.248464	1	0.99977
Mme_chr01	(5.6e+06,5.65e+06]	7460.467625682319	0.033978426792122804	0.005062315148225218	0.7433351309448415	0.11924401860731626	5	0	-0.247158	3.8e-5	0	19519	0.70312	0.249894	1	0.999902
Mme_chr01	(5.65e+06,5.7e+06]	7650.771162254068	0.029639399987855235	0.005337310784551858	0.7530429528783095	0.10866433953728442	11	0	-0.245084	5e-6	0	17474	0.746117	0.248181	1	0.999849
Mme_chr01	(5.7e+06,5.75e+06]	6435.6042540214985	0.0303268942847704	0.004489149856420421	0.7526340247261823	0.10139090417016086	3	0	-0.248751	9e-6	0	15041	0.598782	0.243259	1	0.999803
Mme_chr01	(5.75e+06,5.8e+06]	6306.949417126168	0.03158803809451872	0.0045026087317773245	0.7225205888158723	0.10223318392627842	6	0	-0.238699	2e-6	0	15081	0.790763	0.24738	1	0.999857
Mme_chr01	(5.8e+06,5.85e+06]	8123.155555555555	0.03000827322508755	0.004454750270614454	0.7524078310729068	0.09739071642788921	4	0	-0.230747	7.5e-5	0	18284	0.638189	0.248077	1	0.999843
Mme_chr01	(5.85e+06,5.9e+06]	9124.962958892063	0.03669745922180699	0.006269582105957353	0.7506822740162673	0.11676236813951785	7	0	-0.24423	7.1e-5	0	22250	0.601259	0.246304	1	0.999901
Mme_chr01	(5.9e+06,5.95e+06]	14864.580503611693	0.037449893944508206	0.004093733004793087	0.7238833970836428	0.12349850381421724	6	0	-0.247714	1.02e-4	0	49994	0.692386	0.249873	1	0.999841
Mme_chr01	(5.95e+06,6e+06]	21924.263012072035	0.03727164189590342	0.004739338709677419	0.6968470876706907	0.12710360726301206	4	0	-0.239738	1.77e-4	0	49996	0.698521	0.246138	1	0.999916
Mme_chr01	(6e+06,6.05e+06]	10868.92947770922	0.0348121077170418	0.005729541887546711	0.7411220601807595	0.11102504471191449	4	0	-0.240801	5e-6	0	29887	0.696809	0.246359	1	0.999918
Mme_chr01	(6.05e+06,6.1e+06]	9928.499628136376	0.036805414334364114	0.005511327474850276	0.7380676424629115	0.10801647027048186	9	0	-0.24933	1.1e-5	0	23551	0.777922	0.249344	1	0.99991
Mme_chr01	(6.1e+06,6.15e+06]	9776.022680888753	0.03411901817551696	0.005323891023913127	0.7346730301898418	0.10762662493742539	15	0	-0.223605	5.3e-5	0	22374	0.801408	0.24965	1	0.999856
Mme_chr01	(6.15e+06,6.2e+06]	8472.086134024132	0.029632664189787987	0.005566296407389733	0.7424849032313041	0.10643644604267503	6	0	-0.236246	6.2e-5	0	19717	0.788309	0.247629	1	0.999857
Mme_chr01	(6.2e+06,6.25e+06]	10575.311696417426	0.029359614904506302	0.005484642658011901	0.7519242664253318	0.10244196808554903	9	0	-0.243811	3.05e-4	0	33603	0.855621	0.239938	1	0.999802
Mme_chr01	(6.25e+06,6.3e+06]	9318.068104765098	0.028410559889720948	0.004590192317722887	0.7471657220669871	0.10219155977795163	3	0	-0.24685000000000001	2.8e-5	0	26502	0.855467	0.239837	1	0.999814
Mme_chr01	(6.3e+06,6.35e+06]	16613.96489693941	0.02945072304809494	0.004670795690193629	0.7249469359150531	0.1032210370393504	12	0	-0.24432	1.6e-4	0	39985	0.787601	0.24958	1	0.999843
Mme_chr01	(6.35e+06,6.4e+06]	8359.410492101217	0.029505872640849994	0.005166318887180204	0.7715704561722354	0.10191835939465958	7	0	-0.244305	1.91e-4	0	21394	0.700173	0.245679	1	0.999937
Mme_chr01	(6.4e+06,6.45e+06]	7530.863985472732	0.03232817870326268	0.004977130745415575	0.7426110261371756	0.10743512333293641	12	0	-0.235612	8.2e-5	0	17815	0.661434	0.249796	1	0.999835
