scaffold	start	end	dxy
Mme_chr01	12800001	12850000	0.01964528137231578
Mme_chr01	12850001	12900000	0.018698072141248932
Mme_chr01	12900001	12950000	0.018960820356813072
Mme_chr01	12950001	13000000	0.01899828253214138
Mme_chr01	13000001	13050000	0.016646468009878415
Mme_chr01	1300001	1350000	0.027655269351017732
Mme_chr01	13050001	13100000	0.018466105574698192
Mme_chr01	13100001	13150000	0.017927457804732757
Mme_chr01	13150001	13200000	0.01031908814121301
Mme_chr01	13200001	13250000	0.0010893517250892635
Mme_chr01	13250001	13300000	0.0006172100548790518
Mme_chr01	13300001	13350000	0.0010293093185148776
Mme_chr01	13350001	13400000	0.000674381278178372
Mme_chr01	13400001	13450000	0.0006177999772067165
Mme_chr01	13450001	13500000	0.0006150344481358459
Mme_chr01	13500001	13550000	0.0005450650980725226
Mme_chr01	1350001	1400000	0.026824902620412018
Mme_chr01	13550001	13600000	0.0008473607605467917
Mme_chr01	13600001	13650000	0.0006759669847388838
Mme_chr01	13650001	13700000	0.0007408143109711571
Mme_chr01	13700001	13750000	0.0011247823748513472
Mme_chr01	13750001	13800000	0.001613701528828266
Mme_chr01	13800001	13850000	0.0015297959265512767
Mme_chr01	13850001	13900000	0.0011046132363888455
Mme_chr01	13900001	13950000	0.0012233335124604337
Mme_chr01	13950001	14000000	0.0025589876797599133
Mme_chr01	14000001	14050000	0.0031117881509948693
Mme_chr01	1400001	1450000	0.02903482848526372
Mme_chr01	14050001	14100000	0.002490519494876151
Mme_chr01	14100001	14150000	0.0029961506411540235
Mme_chr01	14150001	14200000	0.0020588172396803317
Mme_chr01	14200001	14250000	0.001964429653034329
Mme_chr01	14250001	14300000	0.0023897799572200613
Mme_chr01	14300001	14350000	0.0030767233788456696
Mme_chr01	14350001	14400000	0.0037774583710620635
Mme_chr01	14400001	14450000	0.003725547133122706
Mme_chr01	14450001	14500000	0.006228555755791838
Mme_chr01	14500001	14550000	0.010775400013163681
Mme_chr01	1450001	1500000	0.026509614398217335
Mme_chr01	14550001	14600000	0.011100398454589216
Mme_chr01	14600001	14650000	0.012148996978274571
Mme_chr01	14650001	14700000	0.012997801599807858
Mme_chr01	14700001	14750000	0.014442337522733184
Mme_chr01	14750001	14800000	0.017505351582422668
Mme_chr01	14800001	14850000	0.01704545938350753
Mme_chr01	14850001	14900000	0.017509310212149885
Mme_chr01	14900001	14950000	0.016009359028540154
Mme_chr01	14950001	15000000	0.019223500529586525
Mme_chr01	15000001	15050000	0.014255062369295544
Mme_chr01	1500001	1550000	0.024736660910365072
Mme_chr01	1	50000	0.027607959602554938
Mme_chr01	150001	200000	0.024739847533472564
Mme_chr01	15050001	15100000	0.015325284621825903
Mme_chr01	15100001	15150000	0.02085656046914864
Mme_chr01	15150001	15200000	0.02148377649249668
Mme_chr01	15200001	15250000	0.01976670655828875
Mme_chr01	15250001	15300000	0.02121102740734734
Mme_chr01	15300001	15350000	0.025212933315416415
Mme_chr01	15350001	15400000	0.015262555702545906
Mme_chr01	15400001	15450000	0.016780556496077473
Mme_chr01	15450001	15500000	0.02032572354458516
Mme_chr01	15500001	15550000	0.020897399458590555
Mme_chr01	1550001	1600000	0.02229309312272429
Mme_chr01	15550001	15600000	0.027174397152575514
Mme_chr01	15600001	15650000	0.023914794138615133
Mme_chr01	15650001	15700000	0.02695645615781234
Mme_chr01	15700001	15750000	0.025995891949719133
Mme_chr01	15750001	15800000	0.02070103186332135
Mme_chr01	15800001	15850000	0.02312057061098464
Mme_chr01	15850001	15900000	0.025513263290152972
Mme_chr01	15900001	15950000	0.02374596889946138
Mme_chr01	15950001	16000000	0.0239898990739389
Mme_chr01	16000001	16050000	0.0268322435491281
Mme_chr01	1600001	1650000	0.02517007439549979
Mme_chr01	16050001	16100000	0.021316029834834327
Mme_chr01	16100001	16150000	0.022654501298510224
Mme_chr01	16150001	16200000	0.01950025042051489
Mme_chr01	16200001	16250000	0.02875268926108294
Mme_chr01	16250001	16300000	0.02133589030596082
Mme_chr01	16300001	16350000	0.0205433348513083
Mme_chr01	16350001	16400000	0.02411534901519609
Mme_chr01	16400001	16450000	0.024269300233552962
Mme_chr01	16450001	16500000	0.0260497952104196
Mme_chr01	16500001	16550000	0.024395894620331912
Mme_chr01	1650001	1700000	0.022206760093052107
Mme_chr01	16550001	16600000	0.026625004989271762
Mme_chr01	16600001	16650000	0.026014043998975746
Mme_chr01	16650001	16700000	0.024965405303085695
Mme_chr01	16700001	16750000	0.024682747964003084
Mme_chr01	16750001	16800000	0.026339714412658952
Mme_chr01	16800001	16850000	0.026248724852956293
Mme_chr01	16850001	16900000	0.02482876716314517
Mme_chr01	16900001	16950000	0.023670938885951506
Mme_chr01	16950001	17000000	0.02451015460588465
Mme_chr01	17000001	17050000	0.025755573814219865
Mme_chr01	1700001	1750000	0.02676465024670791
Mme_chr01	17050001	17100000	0.020250202398506948
Mme_chr01	17100001	17150000	0.023451946692235423
Mme_chr01	17150001	17200000	0.026117272383506394
Mme_chr01	17200001	17250000	0.027665493529117242
Mme_chr01	17250001	17300000	0.02482502815903491
Mme_chr01	17300001	17350000	0.02539033438813161
Mme_chr01	17350001	17400000	0.026417874480921824
Mme_chr01	17400001	17450000	0.023807937472782
Mme_chr01	17450001	17500000	0.024682017397228334
Mme_chr01	17500001	17550000	0.02499319719605904
Mme_chr01	1750001	1800000	0.0251215717689618
Mme_chr01	17550001	17600000	0.025532404151095534
Mme_chr01	17600001	17650000	0.026435686104307243
Mme_chr01	17650001	17700000	0.024661998920099796
Mme_chr01	17700001	17750000	0.02636026531017413
Mme_chr01	17750001	17800000	0.02800322228356092
Mme_chr01	17800001	17850000	0.02684585778464714
Mme_chr01	17850001	17900000	0.025880454565717317
Mme_chr01	17900001	17950000	0.023078364776142977
Mme_chr01	17950001	18000000	0.025948227280736452
Mme_chr01	18000001	18050000	0.024832045541670202
Mme_chr01	1800001	1850000	0.02676313692631419
Mme_chr01	18050001	18100000	0.017226232187524528
Mme_chr01	18100001	18150000	0.021748565413463882
Mme_chr01	18150001	18175368	0.02686814775252698
Mme_chr01	1850001	1900000	0.02666873933273844
Mme_chr01	1900001	1950000	0.028060179097312482
Mme_chr01	1950001	2000000	0.024582576753621063
Mme_chr01	2000001	2050000	0.023589819999922546
Mme_chr01	200001	250000	0.024864505885212884
Mme_chr01	2050001	2100000	0.027446600683445607
Mme_chr01	2100001	2150000	0.023482396749986572
Mme_chr01	2150001	2200000	0.02503782540939555
Mme_chr01	2200001	2250000	0.02560853272225124
Mme_chr01	2250001	2300000	0.02253640281052631
Mme_chr01	2300001	2350000	0.024690948912637803
Mme_chr01	2350001	2400000	0.026158411463925727
Mme_chr01	2400001	2450000	0.022930336291133554
Mme_chr01	2450001	2500000	0.02117357339202825
Mme_chr01	2500001	2550000	0.02413649341765825
Mme_chr01	250001	300000	0.021070062386556416
Mme_chr01	2550001	2600000	0.02602363814491296
Mme_chr01	2600001	2650000	0.022292341357338395
Mme_chr01	2650001	2700000	0.024693064244853048
Mme_chr01	2700001	2750000	0.022135206599258998
Mme_chr01	2750001	2800000	0.019759637673230416
Mme_chr01	2800001	2850000	0.0202503640073645
Mme_chr01	2850001	2900000	0.023036236605658317
Mme_chr01	2900001	2950000	0.02044983600193123
Mme_chr01	2950001	3000000	0.01980985786098484
Mme_chr01	3000001	3050000	0.02014002258935134
Mme_chr01	300001	350000	0.021827752899413508
Mme_chr01	3050001	3100000	0.012213288366922585
Mme_chr01	3100001	3150000	0.014067778471253334
Mme_chr01	3150001	3200000	0.024566832657786798
Mme_chr01	3200001	3250000	0.02282049048001347
Mme_chr01	3250001	3300000	0.0237709543558309
Mme_chr01	3300001	3350000	0.020221211881112346
Mme_chr01	3350001	3400000	0.018337501207567976
Mme_chr01	3400001	3450000	0.019120299136511323
Mme_chr01	3450001	3500000	0.016620833354959844
Mme_chr01	3500001	3550000	0.017460073002606248
Mme_chr01	350001	400000	0.024824809834700083
Mme_chr01	3550001	3600000	0.016286177571836924
Mme_chr01	3600001	3650000	0.01861760284571381
Mme_chr01	3650001	3700000	0.020589447254153986
Mme_chr01	3700001	3750000	0.020270230427334553
Mme_chr01	3750001	3800000	0.020277038655639082
Mme_chr01	3800001	3850000	0.018117443722421373
Mme_chr01	3850001	3900000	0.017707544997757816
Mme_chr01	3900001	3950000	0.012070972567145852
Mme_chr01	3950001	4000000	0.0034748628655745795
Mme_chr01	4000001	4050000	0.003965201940596671
Mme_chr01	400001	450000	0.024903669071889362
Mme_chr01	4050001	4100000	0.013619612692727323
Mme_chr01	4100001	4150000	0.017901096347646365
Mme_chr01	4150001	4200000	0.015487880473400351
Mme_chr01	4200001	4250000	0.019429196892619516
Mme_chr01	4250001	4300000	0.017349595527266358
Mme_chr01	4300001	4350000	0.019452222968660258
Mme_chr01	4350001	4400000	0.012784800682722612
Mme_chr01	4400001	4450000	0.02071129496916516
Mme_chr01	4450001	4500000	0.020996320744386596
Mme_chr01	4500001	4550000	0.021700581869599785
Mme_chr01	450001	500000	0.02532890770979818
Mme_chr01	4550001	4600000	0.019516597701813004
Mme_chr01	4600001	4650000	0.01924148295601957
Mme_chr01	4650001	4700000	0.021817913559393422
Mme_chr01	4700001	4750000	0.01871638167382399
Mme_chr01	4750001	4800000	0.018122266971034372
Mme_chr01	4800001	4850000	0.017061798730910613
Mme_chr01	4850001	4900000	0.014519129568194697
Mme_chr01	4900001	4950000	0.018979313834070654
Mme_chr01	4950001	5000000	0.014600904042696594
Mme_chr01	5000001	5050000	0.013682269104456685
Mme_chr01	500001	550000	0.023430984946566705
Mme_chr01	50001	100000	0.02578187995306829
Mme_chr01	5050001	5100000	0.016099890595962403
Mme_chr01	5100001	5150000	0.018491612240870703
Mme_chr01	5150001	5200000	0.01759707520874515
Mme_chr01	5200001	5250000	0.019846576330785053
Mme_chr01	5250001	5300000	0.019947348027756027
Mme_chr01	5300001	5350000	0.019214026408948228
Mme_chr01	5350001	5400000	0.01843808314271764
Mme_chr01	5400001	5450000	0.018325745905576993
Mme_chr01	5450001	5500000	0.017864187822278436
Mme_chr01	5500001	5550000	0.0197985347335241
Mme_chr01	550001	600000	0.025450245455654417
Mme_chr01	5550001	5600000	0.02091433721818458
Mme_chr01	5600001	5650000	0.015222378445523052
Mme_chr01	5650001	5700000	0.0202920169494192
Mme_chr01	5700001	5750000	0.018687371299653154
Mme_chr01	5750001	5800000	0.014428296503396196
Mme_chr01	5800001	5850000	0.011821188988459097
Mme_chr01	5850001	5900000	0.010124863491310136
Mme_chr01	5900001	5950000	0.005407961066991924
Mme_chr01	5950001	6000000	0.005122255093744049
Mme_chr01	6000001	6050000	0.006025788573730971
Mme_chr01	600001	650000	0.022127068946874755
Mme_chr01	6050001	6100000	0.009194141333242582
Mme_chr01	6100001	6150000	0.009304458567406082
Mme_chr01	6150001	6200000	0.014866290660972422
Mme_chr01	6200001	6250000	0.020512727439502405
Mme_chr01	6250001	6300000	0.0198054910949473
Mme_chr01	6300001	6350000	0.01838157164532532
Mme_chr01	6350001	6400000	0.018336599396722386
Mme_chr01	6400001	6450000	0.017167553671143976
Mme_chr01	6450001	6500000	0.020808447917861118
Mme_chr01	6500001	6550000	0.02248954763109031
Mme_chr01	650001	700000	0.021101212522706404
Mme_chr01	6550001	6600000	0.02105913499494701
Mme_chr01	6600001	6650000	0.02164036171713219
Mme_chr01	6650001	6700000	0.022169882043938802
Mme_chr01	6700001	6750000	0.017135619062721
Mme_chr01	6750001	6800000	0.019524276402230773
Mme_chr01	6800001	6850000	0.01726109904918241
Mme_chr01	6850001	6900000	0.018499365791484826
Mme_chr01	6900001	6950000	0.017604741893461548
Mme_chr01	6950001	7000000	0.018007887197484956
Mme_chr01	7000001	7050000	0.017986442508864234
Mme_chr01	700001	750000	0.023068320312729273
Mme_chr01	7050001	7100000	0.01658827795219456
Mme_chr01	7100001	7150000	0.01820888818720084
Mme_chr01	7150001	7200000	0.018754789075915195
Mme_chr01	7200001	7250000	0.012199775207896014
Mme_chr01	7250001	7300000	0.010088060735174128
Mme_chr01	7300001	7350000	0.012957599571625228
Mme_chr01	7350001	7400000	0.011414718498372362
Mme_chr01	7400001	7450000	0.014058899504546463
Mme_chr01	7450001	7500000	0.016310314694571563
Mme_chr01	7500001	7550000	0.01838226092964949
Mme_chr01	750001	800000	0.02293749190416035
Mme_chr01	7550001	7600000	0.016192118186687122
Mme_chr01	7600001	7650000	0.019465586800054325
Mme_chr01	7650001	7700000	0.018221836969104312
Mme_chr01	7700001	7750000	0.01636614057229041
Mme_chr01	7750001	7800000	0.016433981945536733
Mme_chr01	7800001	7850000	0.014522465539641273
Mme_chr01	7850001	7900000	0.017858802515728245
Mme_chr01	7900001	7950000	0.015858109266990852
Mme_chr01	7950001	8000000	0.0168798447626223
Mme_chr01	8000001	8050000	0.015275184063857854
Mme_chr01	800001	850000	0.023730038474323423
Mme_chr01	8050001	8100000	0.016769725493496455
Mme_chr01	8100001	8150000	0.017258168797155787
Mme_chr01	8150001	8200000	0.008333559008059778
Mme_chr01	8200001	8250000	0.012351366532728406
Mme_chr01	8250001	8300000	0.011669505445485758
Mme_chr01	8300001	8350000	0.013343775342969051
Mme_chr01	8350001	8400000	0.012271181727474377
Mme_chr01	8400001	8450000	0.01366089427385746
Mme_chr01	8450001	8500000	0.009813147766311706
Mme_chr01	8500001	8550000	0.00942681149678529
Mme_chr01	850001	900000	0.02240111898425964
Mme_chr01	8550001	8600000	0.009014415338769748
Mme_chr01	8600001	8650000	0.010739623349748765
Mme_chr01	8650001	8700000	0.013387650238213707
Mme_chr01	8700001	8750000	0.01460016088423306
Mme_chr01	8750001	8800000	0.015372413468003212
Mme_chr01	8800001	8850000	0.011149373587136652
Mme_chr01	8850001	8900000	0.013163389279460997
Mme_chr01	8900001	8950000	0.016284985028471796
Mme_chr01	8950001	9000000	0.014676015317851917
Mme_chr01	9000001	9050000	0.0165468264395308
Mme_chr01	900001	950000	0.025688275447382163
Mme_chr01	9050001	9100000	0.014877663672252872
Mme_chr01	9100001	9150000	0.01888424847030453
Mme_chr01	9150001	9200000	0.012937442745124398
Mme_chr01	9200001	9250000	0.0164213686177739
Mme_chr01	9250001	9300000	0.018015408702526284
Mme_chr01	9300001	9350000	0.013993047749935648
Mme_chr01	9350001	9400000	0.008928661048230558
Mme_chr01	9400001	9450000	0.009187222957874934
Mme_chr01	9450001	9500000	0.016296529968270516
Mme_chr01	9500001	9550000	0.01681095096133058
Mme_chr01	950001	1000000	0.027696819673978572
Mme_chr01	9550001	9600000	0.014524416677577243
Mme_chr01	9600001	9650000	0.013378968181923051
Mme_chr01	9650001	9700000	0.014763920836938511
Mme_chr01	9700001	9750000	0.0160476579180513
Mme_chr01	9750001	9800000	0.014224948438640892
Mme_chr01	9800001	9850000	0.013853234506018835
Mme_chr01	9850001	9900000	0.011809861292994668
Mme_chr01	9900001	9950000	0.010441039451686332
Mme_chr01	9950001	10000000	0.012938631320139822
Mme_chr02	1000001	1050000	0.021640513084151474
Mme_chr02	100001	150000	0.02669547907909563
Mme_chr02	1050001	1100000	0.02161885302708174
Mme_chr02	1100001	1150000	0.022563785273549273
Mme_chr02	1150001	1200000	0.021012275518362093
Mme_chr02	1200001	1250000	0.020222842328599878
Mme_chr02	1250001	1300000	0.019024993903240767
Mme_chr02	1300001	1350000	0.019394939930674305
Mme_chr02	1350001	1400000	0.02249270308775898
Mme_chr02	1400001	1450000	0.020074641022898323
Mme_chr02	1450001	1500000	0.014818701202191512
Mme_chr02	1500001	1550000	0.012917449118440835
Mme_chr02	1	50000	0.02763425374348394
Mme_chr02	150001	200000	0.024216761359105117
Mme_chr02	1550001	1600000	0.013063216305357946
Mme_chr02	1600001	1650000	0.013806053679032705
Mme_chr02	1650001	1700000	0.01438321912366359
Mme_chr02	1700001	1750000	0.014007334684475087
Mme_chr02	1750001	1800000	0.013277652133407617
Mme_chr02	1800001	1850000	0.009799861360364344
Mme_chr02	1850001	1900000	0.009964563420026707
Mme_chr02	1900001	1950000	0.013822721370137186
Mme_chr02	1950001	2000000	0.012826842401091358
Mme_chr02	2000001	2050000	0.01660221668051199
Mme_chr02	200001	250000	0.02156469472096073
Mme_chr02	2050001	2100000	0.01725453660562382
Mme_chr02	2100001	2150000	0.011251302085301127
Mme_chr02	2150001	2200000	0.012902138868210782
Mme_chr02	2200001	2250000	0.01265675082761632
Mme_chr02	2250001	2300000	0.015436281788572974
Mme_chr02	2300001	2350000	0.017129426985640756
Mme_chr02	2350001	2400000	0.015820358420211972
Mme_chr02	2400001	2450000	0.015538731511837548
Mme_chr02	2450001	2500000	0.00882541877437087
Mme_chr02	2500001	2550000	0.009169278071091237
Mme_chr02	250001	300000	0.024682808425880633
Mme_chr02	2550001	2600000	0.008779437699321857
Mme_chr02	2600001	2650000	0.009016519327332457
Mme_chr02	2650001	2700000	0.01231676163323659
Mme_chr02	2700001	2750000	0.010550400036682778
Mme_chr02	2750001	2800000	0.00987689327661822
Mme_chr02	2800001	2850000	0.006829240404629895
Mme_chr02	2850001	2900000	0.006107496024693844
Mme_chr02	2900001	2950000	0.008114085725905294
Mme_chr02	2950001	3000000	0.010895880999224778
Mme_chr02	3000001	3050000	0.009104734953160887
Mme_chr02	300001	350000	0.020526466043068948
Mme_chr02	3050001	3100000	0.011359705253615614
Mme_chr02	3100001	3150000	0.013790115781422618
Mme_chr02	3150001	3200000	0.013909069757075867
Mme_chr02	3200001	3250000	0.013428045264512219
Mme_chr02	3250001	3300000	0.011740746633171434
Mme_chr02	3300001	3350000	0.012444886662821302
Mme_chr02	3350001	3400000	0.013184355870237906
Mme_chr02	3400001	3450000	0.011255945713789382
Mme_chr02	3450001	3500000	0.006734377558047848
Mme_chr02	3500001	3550000	0.011144098987739956
Mme_chr02	350001	400000	0.022371364063790467
Mme_chr02	3550001	3600000	0.013356148420691997
Mme_chr02	3600001	3650000	0.01168297910903656
Mme_chr02	3650001	3700000	0.00785127046581399
Mme_chr02	3700001	3750000	0.005762455785316964
Mme_chr02	3750001	3800000	0.007143039784832415
Mme_chr02	3800001	3850000	0.012364753602249244
Mme_chr02	3850001	3900000	0.010659031532370621
Mme_chr02	3900001	3950000	0.012117080972420443
Mme_chr02	3950001	4000000	0.011272895699749373
Mme_chr02	4000001	4050000	0.012433947636473834
Mme_chr02	400001	450000	0.019724246236254947
Mme_chr02	4050001	4100000	0.014963960793987773
Mme_chr02	4100001	4150000	0.013591064875072926
Mme_chr02	4150001	4200000	0.010014227017559704
Mme_chr02	4200001	4250000	0.011091212118394199
Mme_chr02	4250001	4300000	0.009915472554844786
Mme_chr02	4300001	4350000	0.012862391194969701
Mme_chr02	4350001	4400000	0.013453716697592348
Mme_chr02	4400001	4450000	0.013814190571392814
Mme_chr02	4450001	4500000	0.013108706649827802
Mme_chr02	4500001	4550000	0.01278835345865741
Mme_chr02	450001	500000	0.02161699458145846
Mme_chr02	4550001	4600000	0.013708157159478335
Mme_chr02	4600001	4650000	0.015449212154258585
Mme_chr02	4650001	4700000	0.018140683471126
Mme_chr02	4700001	4750000	0.015005891842554266
Mme_chr02	4750001	4800000	0.014439548081030824
Mme_chr02	4800001	4850000	0.014046889186275897
Mme_chr02	4850001	4900000	0.012335933720435578
Mme_chr02	4900001	4950000	0.013236265411538757
Mme_chr02	4950001	5000000	0.01004799248871268
Mme_chr02	5000001	5050000	0.009860717427190191
Mme_chr02	500001	550000	0.02318301306369873
Mme_chr02	50001	100000	0.025202088985303718
Mme_chr02	5050001	5100000	0.009912245955671375
Mme_chr02	5100001	5150000	0.009167463878127103
Mme_chr02	5150001	5200000	0.010162231016723065
Mme_chr02	5200001	5250000	0.010358152770512746
Mme_chr02	5250001	5300000	0.012947198407052104
Mme_chr02	5300001	5350000	0.010542295567922563
Mme_chr02	5350001	5400000	0.01456918172922492
Mme_chr02	5400001	5450000	0.018377111387934835
Mme_chr02	5450001	5500000	0.018244963755902968
Mme_chr02	5500001	5550000	0.02085187799253442
Mme_chr02	550001	600000	0.02490796391280914
Mme_chr02	5550001	5600000	0.019097388511696775
Mme_chr02	5600001	5650000	0.019335197716219884
Mme_chr02	5650001	5700000	0.01505511271264867
Mme_chr02	5700001	5750000	0.01967158203276704
Mme_chr02	5750001	5800000	0.012314114506624419
Mme_chr02	5800001	5850000	0.016124411990083985
Mme_chr02	5850001	5900000	0.01872663362245048
Mme_chr02	5900001	5950000	0.02050840410175879
Mme_chr02	5950001	6000000	0.01678895024132396
Mme_chr02	6000001	6050000	0.016090620666817993
Mme_chr02	600001	650000	0.025009801468080406
Mme_chr02	6050001	6100000	0.015770342049268273
Mme_chr02	6100001	6150000	0.011922629168887689
Mme_chr02	6150001	6200000	0.011601572253400446
Mme_chr02	6200001	6250000	0.013575484563910079
Mme_chr02	6250001	6300000	0.017614538940143715
Mme_chr02	6300001	6350000	0.015883266727664706
Mme_chr02	6350001	6400000	0.01649616842104073
Mme_chr02	6400001	6450000	0.017909150920176864
Mme_chr02	6450001	6500000	0.01590689588999736
Mme_chr02	6500001	6550000	0.014782177561819964
Mme_chr02	650001	700000	0.013712899586692164
Mme_chr02	6550001	6600000	0.014706997775135868
Mme_chr02	6600001	6650000	0.008178558805896755
Mme_chr02	6650001	6700000	0.015606846909963485
Mme_chr02	6700001	6750000	0.017010328848409657
Mme_chr02	6750001	6800000	0.012175717485314624
Mme_chr02	6800001	6850000	0.011261285589112355
Mme_chr02	6850001	6900000	0.0212132679673499
Mme_chr02	6900001	6950000	0.021572047370016136
Mme_chr02	6950001	7000000	0.02312524302079747
Mme_chr02	7000001	7050000	0.023428698422029295
Mme_chr02	700001	750000	0.021471614696210523
Mme_chr02	7050001	7100000	0.017160661095862575
Mme_chr02	7100001	7150000	0.02112391846730105
Mme_chr02	7150001	7200000	0.024552893110836436
Mme_chr02	7200001	7250000	0.018090982124136935
Mme_chr02	7250001	7300000	0.019271108238970765
Mme_chr02	7300001	7350000	0.014569368259525185
Mme_chr02	7350001	7400000	0.011053370769365477
Mme_chr02	7400001	7450000	0.007038131475087854
Mme_chr02	7450001	7500000	0.006590784405488319
Mme_chr02	7500001	7550000	0.006139914226322196
Mme_chr02	750001	800000	0.025746155042721514
Mme_chr02	7550001	7600000	0.00837822950120341
Mme_chr02	7600001	7650000	0.009978237686002275
Mme_chr02	7650001	7700000	0.008872774197560072
Mme_chr02	7700001	7750000	0.007964468405616675
Mme_chr02	7750001	7800000	0.005396046126997094
Mme_chr02	7800001	7850000	0.010877938108715571
Mme_chr02	7850001	7900000	0.006733383639420855
Mme_chr02	7900001	7950000	0.010831859331058707
Mme_chr02	7950001	8000000	0.006311303349957683
Mme_chr02	8000001	8050000	0.00953730408358023
Mme_chr02	800001	850000	0.023509421539033955
Mme_chr02	8050001	8100000	0.005178026637246565
Mme_chr02	8100001	8150000	0.009418417337240543
Mme_chr02	8150001	8200000	0.0054571316979675115
Mme_chr02	8200001	8250000	0.007898405192406349
Mme_chr02	8250001	8300000	0.004161563129155134
Mme_chr02	8300001	8350000	0.005510006582387808
Mme_chr02	8350001	8400000	0.0052992667664527255
Mme_chr02	8400001	8450000	0.005441145273574832
Mme_chr02	8450001	8500000	0.0038534366921849678
Mme_chr02	8500001	8550000	0.003374673055627741
Mme_chr02	850001	900000	0.020376249383868804
Mme_chr02	8550001	8600000	0.0033970119620138108
Mme_chr02	8600001	8650000	0.002770786760640547
Mme_chr02	8650001	8700000	0.005221301792817449
Mme_chr02	8700001	8750000	0.005340035500489558
Mme_chr02	8750001	8800000	0.002361420978864137
Mme_chr02	8800001	8850000	0.004814086939218185
Mme_chr02	8850001	8900000	0.004847616727631625
Mme_chr02	8900001	8950000	0.004359820794829049
Mme_chr02	8950001	9000000	0.006876513989185495
Mme_chr02	9000001	9050000	0.007754086959593835
Mme_chr02	900001	950000	0.020468874210398384
Mme_chr02	9050001	9100000	0.005901233144433741
Mme_chr02	9100001	9150000	0.005046311651624336
Mme_chr02	9150001	9200000	0.002762725861976662
Mme_chr02	9200001	9250000	0.003970313638128277
Mme_chr02	9250001	9300000	0.0025938911525560213
Mme_chr02	9300001	9350000	0.0013681395484202595
Mme_chr02	9350001	9400000	0.0020569995241134956
Mme_chr02	9400001	9450000	0.0061022901226775225
Mme_chr02	9450001	9500000	0.01803556047630636
Mme_chr02	9500001	9529647	0.008945678714610602
Mme_chr02	950001	1000000	0.015067433817331003
Mme_chr03	10000001	10050000	0.011121123510394173
Mme_chr03	1000001	1050000	0.02407834923962763
Mme_chr03	100001	150000	0.017996968099934695
Mme_chr03	10050001	10100000	0.007977037295457626
Mme_chr03	10100001	10150000	0.009410054871989327
Mme_chr03	10150001	10200000	0.01157330146026459
