chromosome	col1	col2	afdGANY	afdNYNS	afdNSQU	fstNSQU	fstNYNS	fstGANY	MAQU_pi2	MBNS_pi2	PANY_pi2	JIGA_pi2	LDmaqu	LDmbns	LDpany	LDjiga	GANYdxy	NYNSdxy	NSQUdxy	tajJIGA	tajPANY	tajMBNS	tajMAQU	avgrr	avgrrNY	avgrrF1	gc	exond	in_telo	in_centro	in_inv	midpoint	regions	group
1	500000	550000	0.04200187027027027	0.07208587567567568	0.08857771891891893	0.09958008924810036	0.05600043587953392	0.01210093175752103	0.02128658568329718	0.02251374896350801	0.02383975896614651	0.02374676288426763	0.11212148728465957	0.1037382024550484	0.09312706963911968	0.0987115753950672	0.02304609820646864	0.0234309849465667	0.02381399089891222	-0.673217	-0.635067	0.685405	1.072914	NA	9.35	NA	0.2277	0	telomere	no	no	525000	telomere	telomere
1	550000	600000	0.04649181614349776	0.0711196846038864	0.08222770553064275	0.09461934209836892	0.05033367153788722	0.01323624565081638	0.0228337510511175	0.0241982026355903	0.02564068284049316	0.02631276498188802	0.10845452946065756	0.10404686312741313	0.08733953329381546	0.10001423524628252	0.02537703796036626	0.02545024545565441	0.02566754664949336	-0.564841	-0.552347	0.700129	1.219934	5.175000000000001	9.6	3.885	0.37258	0	telomere	no	no	575000	telomere	telomere
1	600000	650000	0.0448097570621469	0.07084682146892655	0.08165382711864407	0.0943644618397283	0.05128793155066543	0.0120036749215771	0.02119687651848885	0.02127440639954755	0.02330952149475923	0.02295962862330729	0.10919296934917634	0.10622432086307766	0.08885740569036983	0.09620224349200446	0.02210793499324269	0.02212706894687475	0.02219025695446725	-0.713946	-0.61834	0.553596	1.111168	5.41	NA	NA	0.39318	0	telomere	no	no	625000	telomere	telomere
1	650000	700000	0.04039884659557014	0.06194825184577523	0.08309068908941757	0.09715527147492228	0.05173621574880814	0.01161461122003947	0.01911213997221925	0.02048847574123989	0.02205972560258671	0.02224315551716145	0.1006589350735017	0.09887356040947952	0.08400922534154501	0.09333149757766712	0.02120400630874484	0.0211012125227064	0.02079694607515659	-0.757607	-0.756018	0.488935	0.937462	5.48	NA	3.93	0.40514	0	telomere	no	no	675000	telomere	telomere
1	700000	750000	0.04346226002587322	0.06053540879689521	0.08421587192755499	0.1015170383146463	0.0452501836666463	0.01328030820710378	0.02157931022770501	0.02237823037159328	0.02434791124387749	0.02357201264212236	0.10610168857766204	0.100245164279747	0.08984880774562104	0.09873487704369442	0.0226962551228285	0.02306832031272927	0.02304922261313377	-0.731596	-0.645602	0.548171	1.011803	5.71	NA	3.96	0.31292	0	telomere	no	no	725000	telomere	telomere
1	750000	800000	0.04289612892376682	0.06220279147982063	0.07867974551569508	0.08236112134334915	0.04776526333894395	0.01218917248781263	0.02224705152449468	0.02265919826188761	0.0240299077039916	0.02364095187117668	0.10488032876106194	0.096692659285517	0.08542458066182294	0.09668825234854496	0.0227132984081474	0.02293749190416035	0.02321756838937794	-0.663567	-0.628679	0.540006	1.081468	NA	NA	4.01	0.38732	0	telomere	no	no	775000	telomere	telomere
1	800000	850000	0.04562739826839827	0.0666230937950938	0.08689868253968254	0.10797420455912252	0.04336543272907032	0.01285783297569212	0.0209974359339063	0.02330648581744744	0.02432041068263766	0.02451131905886683	0.10547456165594855	0.10779451032858178	0.09084830241150332	0.09799392245815344	0.0234146310850518	0.02373003847432342	0.02334050963566505	-0.738719	-0.696708	0.567432	0.825455	NA	11.12	4.1	0.27958	0	telomere	no	no	825000	telomere	telomere
1	850000	900000	0.04339775399361022	0.05999976783812567	0.08062954739084133	0.09956245476145642	0.04225027632324454	0.01223265651226033	0.02089918740738815	0.02237466081229418	0.02350987261409716	0.02306430091610165	0.10939168053813704	0.09687157932280328	0.0873831657983096	0.09444020877906464	0.02205904997135804	0.02240111898425964	0.02230364785173385	-0.778596	-0.675593	0.525847	0.962924	NA	NA	NA	0.319	0.01582	telomere	no	no	875000	telomere	telomere
1	900000	950000	0.04610619963369963	0.06639088827838828	0.08436952747252748	0.09531375341139096	0.04778569892514776	0.01329753025204924	0.0240353318626998	0.02453010667316122	0.02637404018738805	0.02632156903482122	0.1088198775566232	0.1060369439747583	0.08561321502862453	0.09497861400681294	0.02580504406355762	0.02568827544738216	0.02574860568926243	-0.556738	-0.515286	0.508581	1.132335	6.18	NA	NA	0.3863	0.19332	telomere	no	no	925000	telomere	telomere
1	950000	1000000	0.0429735	0.05861661212121212	0.07258653636363636	0.07850797559142252	0.04551768859332073	0.01275837006867422	0.02048718006418868	0.02346204263403883	0.02571058522582755	0.0255635630307467	0.1137286887159533	0.10303800428908429	0.08777313312567714	0.10136992422586522	0.02744455247007115	0.02769681967397857	0.02608371192702186	-0.494403	-0.48123	0.701919	1.161443	NA	NA	4.415	0.38566	0.08398	telomere	no	no	975000	telomere	telomere
1	1000000	1050000	0.04646190697674419	0.05698218604651163	0.0892043488372093	0.12342680610346972	0.03804838985414661	0.0122138724579699	0.01962416387665198	0.02290976178545272	0.02362757382120759	0.02403172291174903	0.116115828125	0.11664442675159235	0.10686470474967907	0.1027320930232558	0.02627762784250435	0.02725377175371067	0.02558274432504191	-0.379176	-0.382868	0.920205	1.289849	NA	NA	NA	0.37836	0	telomere	no	no	1025000	telomere	telomere
1	1050000	1100000	0.04108128571428571	0.04486607142857143	0.05381300000000001	0.0734574668851333	0.04618123606136379	0.01139732328994332	0.01846879598914354	0.02042926842105263	0.0224691045490822	0.02235296610787172	0.13045493162393162	0.09282552173913045	0.10772670163170164	0.13051933198380566	0.02638182495773637	0.02552187713215578	0.02505961542705355	-0.462543	-0.349102	0.901564	1.297027	NA	NA	4.609999999999999	0.37484	0.0025	telomere	no	no	1075000	telomere	telomere
1	1100000	1150000	0.04783251145038168	0.06429884732824427	0.07595298473282443	0.09163884612746848	0.04464891734848288	0.01338625588499876	0.02241990961171228	0.02348041572912159	0.02466899027216856	0.02496380116115411	0.12480666017964072	0.1079541533816425	0.0988232587519026	0.08944706539923955	0.02634484050455375	0.02659216476118878	0.02660294093823576	-0.434512	-0.406909	0.875656	1.308256	NA	NA	4.715	0.37954	0.06708	telomere	no	no	1125000	telomere	telomere
1	1150000	1200000	0.05092379797979798	0.06132844444444445	0.10261444444444444	0.15182537271005117	0.04397338166962351	0.01463169284914712	0.01801595234148363	0.02119673874515879	0.02238176720445878	0.02288171997371486	0.12597714146341463	0.10693967810650888	0.1005279943684634	0.1087517471395881	0.02377054163930482	0.02279845004508947	0.02359499911423179	-0.534805	-0.536081	0.693435	1.032235	6.77	NA	4.77	0.40066	0.02124	telomere	no	no	1175000	telomere	telomere
1	1200000	1250000	0.04482149999999998	0.04481950000000001	0.00930150000000003	0.03229007773877566	0.04057688922814694	0.02990348646524222	0.02097725824484916	0.02286131169505608	0.02452439756231612	0.02477957934443288	0.11180663636363636	0.093461	0.11510452066115702	0.09678735	0.02690368891227704	0.02764016497451333	0.02749463151331048	-0.318194	-0.327231	0.964008	1.412907	NA	NA	4.84	0.37854	0.02438	telomere	no	no	1225000	telomere	telomere
1	1250000	1300000	0.03035275000000002	0.06767999999999999	0.06669625	0.07407917132771302	0.05144342614699795	0.01199445380371722	0.01983153252784446	0.0217808848308228	0.02303698448722695	0.02310023914267482	0.1330911875	0.10369822222222222	0.10634698165137614	0.10838977689243028	0.02603270029957053	0.02618334338476395	0.02482190100351699	-0.419173	-0.38801	0.925096	1.300645	NA	NA	4.8566666666666665	0.3761	0.02026	no	no	no	1275000	rest	rest
1	1300000	1350000	0.04162691549295775	0.091455	0.08577104225352114	0.08706083995191288	0.07251031571375637	0.01110602137605115	0.02068768818982563	0.02262250331487687	0.0247204517259692	0.02350442805616836	0.11168510471204188	0.12366589079563182	0.09949961851851852	0.09930900389863548	0.02703406670370203	0.02765526935101773	0.02730469000217987	-0.420331	-0.304342	0.935385	1.320838	NA	NA	4.88	0.3689	0	no	no	no	1325000	rest	rest
1	1350000	1400000	0.05725254901960785	0.0683627843137255	0.08088935294117648	0.10238757491431996	0.05139448730529192	0.01716419813510574	0.01969840678266416	0.02359147544350412	0.0246080220818113	0.02502531483816729	0.13199891254752852	0.09450714516129032	0.09860569881305638	0.10498460317460316	0.02656519123767884	0.02682490262041201	0.02717665578336536	-0.391768	-0.325944	0.892778	1.369139	NA	NA	4.9	0.3774	0.0239	no	no	no	1375000	rest	rest
1	1400000	1450000	0.04214584905660377	0.05800746226415095	0.07950757547169812	0.09835167914783556	0.04277215099825935	0.01351692870216765	0.01889064594679514	0.02065524925283921	0.02452935097165991	0.02353560929489873	0.1396064806866953	0.11720276237623764	0.09206724561403508	0.10635771248423707	0.0294352380100847	0.02903482848526372	0.02922420472560031	-0.380959	-0.273075	0.980114	1.285206	NA	NA	4.9	0.36594	0	no	no	no	1425000	rest	rest
1	1450000	1500000	0.03978943076923077	0.0634896153846154	0.09624569230769232	0.10721571607786116	0.04409937223808712	0.01407452088858744	0.02042048972846175	0.02179523118043103	0.02407455488191975	0.02300377965887155	0.10700066556836904	0.10826519727047146	0.08973865233415233	0.09641445771578028	0.02590884346721288	0.02650961439821733	0.02663121708796638	-0.496479	-0.361721	0.925706	1.362464	NA	NA	4.885	0.37428	0.04218	no	no	no	1475000	rest	rest
1	1500000	1550000	0.05434119230769231	0.05890384615384615	0.06696603846153847	0.08501843923961083	0.05668456014616942	0.01504875907672636	0.01897691830453326	0.02031340922679162	0.02272116112501955	0.02152459487335052	0.10335372	0.11893956043956044	0.09784170437956204	0.08680271544715447	0.02486812937465503	0.02473666091036507	0.02355722638462292	-0.485294	-0.353369	0.92243	1.329959	NA	12.43	4.866666666666667	0.40084	0.01478	no	no	no	1525000	rest	rest
1	1550000	1600000	0.04279557647058824	0.05407867058823529	0.07284241176470589	0.07497613108962667	0.03531635558172179	0.01316203165262006	0.01845974701107011	0.02005105887360392	0.02241589219393047	0.02108572326649268	0.11977390942028986	0.11247250600961538	0.10085912619222304	0.09925002988505748	0.02278278534344597	0.02229309312272429	0.02235630435679538	-0.571269	-0.410149	0.771638	1.231933	6.01	NA	NA	0.38282	0.06298	no	no	no	1575000	rest	rest
1	1600000	1650000	0.03543827777777778	0.08717830555555556	0.11476663888888888	0.2353213353787264	0.06179637539744678	0.00998932485308916	0.0187166223876698	0.02016704430379747	0.02343306204567148	0.02312848714782803	0.19942004918032788	0.11515071193415638	0.09482681366459628	0.1083552962962963	0.02534161996101144	0.02517007439549979	0.02623931624135138	-0.414803	-0.316173	0.911253	1.283999	NA	11.24	4.76	0.32046	0.05124	no	no	no	1625000	rest	rest
1	1650000	1700000	0.0444557247706422	0.06916788073394496	0.09835808715596332	0.13133920754545386	0.05843944697110272	0.01398842410842179	0.01791365469851977	0.02022173871950425	0.02198167165970642	0.02181307177328268	0.12251975138121549	0.1135578932038835	0.09820384612078228	0.09429995024031664	0.02208615276959706	0.0222067600930521	0.02249916333450704	-0.598981	-0.477872	0.814701	1.131359	NA	NA	4.67	0.41386	0.0438	no	no	no	1675000	rest	rest
1	1700000	1750000	0.06701065753424658	0.06372016438356165	0.09749767123287673	0.10469761168977736	0.05145775305052422	0.01494421932002268	0.0206913260017981	0.02362017597950858	0.02462481610230547	0.02507164382400145	0.13098794269340974	0.1232240426716141	0.0995803026936962	0.10390779073170732	0.02682946913381403	0.02676465024670791	0.02633989827528118	-0.369508	-0.339156	0.954904	1.442448	NA	NA	4.53	0.41166	0.0999	no	no	no	1725000	rest	rest
1	1750000	1800000	0.0471983627254509	0.06416913426853707	0.09217190781563128	0.1049550705238608	0.04591039933713848	0.01317077540941658	0.02223932910434064	0.0234555683535871	0.02508496075997924	0.02498117440719355	0.12010422289909405	0.11070382583838212	0.09334266577845451	0.10191324334992276	0.02472496476948697	0.0251215717689618	0.02487423872801943	-0.486838	-0.45	0.850839	1.280502	NA	NA	4.4	0.4317	0.068	no	no	no	1775000	rest	rest
1	1800000	1850000	0.0498463347107438	0.06369706198347108	0.07626352066115703	0.08819788167910526	0.04062661512401454	0.01536145015747081	0.02239369802769426	0.02456038965485333	0.02622146916343937	0.02565715561855902	0.11722408632345294	0.11161858250030852	0.09826465977427416	0.10458546012486748	0.02628223650377808	0.02676313692631419	0.02543495943410251	-0.425949	-0.324444	0.8826	1.266837	NA	9.87	4.2725	0.42936	0.14942	no	no	no	1825000	rest	rest
1	1850000	1900000	0.03961505586592179	0.06167221415270019	0.07090990316573557	0.11355177923230154	0.05350893426635844	0.01452740129025819	0.02216313906752411	0.0254148049198194	0.02651452997616574	0.0265696146171192	0.11094983311157576	0.10479241482264888	0.08783758157001045	0.09956633543307086	0.02603465576343256	0.02666873933273844	0.02690559567195198	-0.555629	-0.496705	0.736865	1.08691	5.89	NA	4.12	0.29236	0.11164	no	no	no	1875000	rest	rest
1	1900000	1950000	0.04858869600000001	0.086161324	0.102438664	0.1329382174566607	0.08661884444326663	0.01537935465525402	0.02416317612057667	0.02496724150517304	0.02822599822008977	0.02800409736161407	0.11201823217665616	0.116518182620982	0.09819034355752648	0.105426199	0.02765417679180486	0.02806017909731248	0.02765620590660055	-0.435772	-0.403687	0.853452	1.250553	NA	NA	4.01	0.3462	0.0201	no	no	no	1925000	rest	rest
1	1950000	2000000	0.04733636094674556	0.08470485798816568	0.09073773964497042	0.1035033478997794	0.06139952793853195	0.0122182524640804	0.02122440515134423	0.02171150196114202	0.02362409069410991	0.02410152142857143	0.11600408747220164	0.11360621356147022	0.10070217262674136	0.10574288160487191	0.0243143465318379	0.02458257675362106	0.02447188133940515	-0.507415	-0.39104	0.830985	1.217321	5.99	9.03	3.88	0.26262	0.1329	no	no	no	1975000	rest	rest
1	2000000	2050000	0.04852707333333334	0.07753773333333333	0.10254105333333334	0.1284272664907144	0.05949390923292234	0.01195368118988343	0.01967733972260655	0.02172865764705882	0.02305652882149979	0.02351286968766811	0.12790060801144493	0.1106032841744243	0.10151103210463734	0.11329595232013624	0.02401735318283187	0.02358981999992254	0.0233241397244743	-0.421241	-0.394961	0.897925	1.226836	NA	NA	NA	0.43754	0.1089	no	no	no	2025000	rest	rest
1	2050000	2100000	0.04365062352941176	0.05670934117647059	0.0827354	0.10055040444849953	0.03824123180210867	0.01303010508610201	0.02141168229665071	0.02377601217163827	0.02498936933544721	0.02506309915861206	0.13895683613445378	0.10918787158746208	0.09960745356125356	0.10335699314397648	0.02644509515144955	0.0274466006834456	0.02658287918130497	-0.390763	-0.345008	0.911177	1.258792	NA	NA	NA	0.37834	0.07814	no	no	no	2075000	rest	rest
1	2100000	2150000	0.05178381415929204	0.06637949557522124	0.0963744336283186	0.15179525906913827	0.04523810480302036	0.01770739829173493	0.0164802086303418	0.02068758864283864	0.02297587189952904	0.02301630997698575	0.10854281174089069	0.10381997771260996	0.09227512722478576	0.09391916506291637	0.0240785351598001	0.02348239674998657	0.02269137924119866	-0.436433	-0.405938	0.865216	0.941899	NA	8.61	3.2933333333333334	0.37924	0.10788	no	no	no	2125000	rest	rest
1	2150000	2200000	0.04911457594936709	0.06435461392405063	0.07162161075949368	0.105797013487057	0.05623131212819529	0.01436484694901824	0.02214565431017432	0.02344174249327551	0.02586251888211326	0.02545396858967361	0.11451467682926827	0.10891946684636118	0.09293821756742351	0.10006610464703795	0.02493709200233199	0.02503782540939555	0.02520078682703932	-0.426832	-0.36227	0.905025	1.341797	6.37	NA	3.1866666666666665	0.33938	0.13846	no	no	no	2175000	rest	rest
1	2200000	2250000	0.03733745255474453	0.06465403649635038	0.07092077372262774	0.08649695898017092	0.06672364966784472	0.01274308619961189	0.02277728184982071	0.02348276952611371	0.02520956080193389	0.02552135971524288	0.10009649857549856	0.11496221383203951	0.0939582575677111	0.102113894916305	0.02559099548646372	0.02560853272225124	0.02598437733773872	-0.434442	-0.431097	0.869058	1.278924	6.56	8.355	3.11	0.42986	0.1056	no	no	no	2225000	rest	rest
1	2250000	2300000	0.03912853881278539	0.06384681278538813	0.08044682648401827	0.12003628342768818	0.06289792979550742	0.01234426776359732	0.01686588905202174	0.01833636682958856	0.0207558675189461	0.02060017757108128	0.10921605216622458	0.09326029823151126	0.09588741842984408	0.10567523471145564	0.02225845709179749	0.02253640281052631	0.02083170684857708	-0.545805	-0.48233	0.884765	1.20203	NA	8.11	2.95	0.43898	0.12504	no	no	no	2275000	rest	rest
1	2300000	2350000	0.05097131034482759	0.06410836206896552	0.07964044827586207	0.08271406197853363	0.03890982265960439	0.01489711775642386	0.01843399996393667	0.0207954033043541	0.02236470448695652	0.02204697686102462	0.11915905818181818	0.12465284083044982	0.11131419173363948	0.10646543529411764	0.02388708474331039	0.0246909489126378	0.02322156897657155	-0.423091	-0.406207	0.923224	1.207784	NA	7.96	2.89	0.4031	0.05278	no	no	no	2325000	rest	rest
1	2350000	2400000	0.0458015945945946	0.07371590990990991	0.0817927837837838	0.09658487330994964	0.04791358486144601	0.01585454822988368	0.01927548173429402	0.02173200589946331	0.02380305494977918	0.02355077911646586	0.1221324075	0.11585406079027356	0.10322953675538656	0.1061340998349835	0.02629092916982883	0.02615841146392572	0.02567310684086331	-0.451177	-0.396395	0.883148	1.356919	NA	NA	2.87	0.42704	0.00716	no	no	no	2375000	rest	rest
1	2400000	2450000	0.05008680392156862	0.06063761764705882	0.06679189215686275	0.08851822901487888	0.04744546182796447	0.02094312252278968	0.01771025343035343	0.01874933293190827	0.02000171889145102	0.01965388805784093	0.15194030808080808	0.11936324112149532	0.09256140841584158	0.10703635183246071	0.02206350023182255	0.02293033629113355	0.02345522785897866	-0.600087	-0.493568	0.823422	1.408232	NA	NA	2.865	0.41466	0.04814	no	no	no	2425000	rest	rest
1	2450000	2500000	0.04316582661290322	0.06258117943548387	0.07040763911290324	0.09791077403396148	0.05392361613020487	0.01265045004394703	0.02003568297082228	0.02017304846357373	0.02172166045617632	0.02114998085459115	0.11760028821948804	0.11321598986700444	0.09097422443766992	0.10392833082198397	0.0211433676714415	0.02117357339202825	0.02138960481727523	-0.665403	-0.600435	0.57863	1.056045	7.09	NA	2.875	0.42084	0.11584	no	no	no	2475000	rest	rest
1	2500000	2550000	0.04172636538461539	0.05690336538461539	0.07431930288461538	0.09017605875737156	0.04586836007469543	0.01260196211195847	0.02213523194110151	0.0221597526102245	0.02353914345327139	0.02285565493961645	0.11750351947604276	0.1089619246516918	0.09699611372922907	0.10176337039441648	0.02375320677027875	0.02413649341765825	0.02502476800791149	-0.472498	-0.358337	0.858931	1.297114	NA	NA	2.9	0.40794	0.0989	no	no	no	2525000	rest	rest
1	2550000	2600000	0.03625511392405063	0.07312972151898735	0.06814275949367089	0.08779537993124438	0.06255416437901996	0.01138102912731026	0.01939819890724189	0.02138686272858517	0.02400935331732299	0.0232478033967194	0.12784930673316708	0.132958902892562	0.09863638022648084	0.08993752360043908	0.02514765872021717	0.02602363814491296	0.02512693277100002	-0.400669	-0.292618	0.97498	1.338356	NA	NA	3.06	0.40138	0.0404	no	no	no	2575000	rest	rest
1	2600000	2650000	0.04356606629834254	0.07271523756906077	0.10398539226519338	0.15476003879951894	0.06165214077886317	0.01263716255178083	0.01740288812938131	0.02077676341279508	0.02224628995121951	0.02193144485304438	0.11231378474246842	0.10780040364136036	0.0972883469259724	0.10727895444191345	0.02195973152425301	0.02229234135733839	0.02210955492819375	-0.584774	-0.524254	0.763768	1.056937	7.43	6.7	NA	0.42582	0.06496	no	no	no	2625000	rest	rest
1	2650000	2700000	0.04618223076923077	0.06648108104395604	0.0856632087912088	0.10745213605674106	0.04903786583213147	0.01316317214634587	0.021913159980380532	0.02381544218217643	0.02551207753074354	0.02591604401412043	0.11874042801494554	0.11060180327868852	1	0.101370223157134	0.02471886906899321	0.02469306424485304	0.02436513359190368	-0.491127	-0.489112	0.681303	1.080746	NA	6.49	3.1950000000000003	0.4323	0.09056	no	no	no	2675000	rest	rest
1	2700000	2750000	0.04527091606367584	0.06012995803183792	0.07552776989869754	0.09253603128785227	0.04621809977761389	0.01233471799576449	0.02062530777535417	0.02164120951247465	0.02380470556202103	0.02376372461318995	0.10909953066332916	0.10368358656316916	0.09450779247168554	0.10250113661786878	0.02249259240808553	0.02213520659925899	0.02155178561757398	-0.59807	-0.52281	0.618573	1.164917	7.573333333333333	NA	3.265	0.39582	0.14438	no	no	no	2725000	rest	rest
1	2750000	2800000	0.04437529289940829	0.0636198727810651	0.07579768047337279	0.08509349528308105	0.05029297585201464	0.01488795658401065	0.0188478463295202	0.0198264842845071	0.02107625181752651	0.02123515752380167	0.10907608288010393	0.10854187291188996	0.09581964376558076	0.09927958125186584	0.01975234772305656	0.01975963767323041	0.01965668830616285	-0.799113	-0.752068	0.498591	0.886494	7.695	6.32	NA	0.42632	0.07192	no	no	no	2775000	rest	rest
1	2800000	2850000	0.04698376441717791	0.07415262699386503	0.05793206993865031	0.0777091399162751	0.06876919945750261	0.01203616890995069	0.01598415262269408	0.01901361660398722	0.0217347864279096	0.02166706854222007	0.11220448785811732	0.10788582798106448	0.08629024001067562	0.09706060647037812	0.02035004990078583	0.0202503640073645	0.01748443708829458	-0.696088	-0.597339	0.558997	0.79671	7.81	6.31	NA	0.4415	0.1301	no	no	no	2825000	rest	rest
1	2850000	2900000	0.04488576068376068	0.06559708831908832	0.08466929344729346	0.09118074271994478	0.04686879966996032	0.01226638515268606	0.0206650176740806	0.02227341374265253	0.02455369119309423	0.02384712933802563	0.10977538393113342	0.1053306216455086	0.09300572024801654	0.10039458416602612	0.02330431758265967	0.02303623660565831	0.02300317887354868	-0.548813	-0.465854	0.771995	1.179314	7.84	6.325	3.34	0.4399	0.04914	no	no	no	2875000	rest	rest
1	2900000	2950000	0.04077812673611111	0.0621421875	0.07093953038194445	0.09390838002699088	0.04800015653323043	0.01192819030159838	0.0179024043162836	0.01986165897389303	0.02192830302299405	0.02134481761425627	0.11589669758369724	0.10825259272862332	0.08810415721455046	0.09617873633440514	0.02051226576173579	0.02044983600193123	0.0193877987261117	-0.826818	-0.705318	0.501576	1.083498	7.94	6.37	3.32	0.43174	0.1603	no	no	no	2925000	rest	rest
1	2950000	3000000	0.04878479873073436	0.06821581414324569	0.08880077787851315	0.118695359278163	0.05948480885820438	0.01328458823783825	0.0196078320103644	0.01880773111356389	0.02137624873922238	0.02100788196050343	0.10853435432497612	0.1075163418245321	0.08738634799039137	0.09744151161887273	0.02012242095821733	0.01980985786098484	0.02019438807952554	-0.699198	-0.616716	0.550138	1.084063	NA	NA	3.315	0.4556	0.37196	no	no	no	2975000	rest	rest
1	3000000	3050000	0.04319038634046891	0.07019625688073394	0.09410448521916412	0.1159254493410212	0.05335277281135613	0.01252779525054682	0.01870186600024039	0.01973230554272981	0.02146765901665631	0.0211139574242151	0.11021326244669372	0.10879343940227744	0.08941718003883735	0.09972527493556474	0.01991561886963781	0.02014002258935134	0.02004014153017609	-0.791484	-0.715888	0.556797	0.944659	8.135000000000002	6.4	3.2925	0.44584	0.18224	no	no	no	3025000	rest	rest
