chr	col1	col2	reps	size	at_per
1	11900000	11950000	8	11.375	69
1	11950000	12000000	3	9.333333333333334	48.333333333333336
1	12000000	12050000	6	21.666666666666668	56.333333333333336
1	12050000	12100000	1	4	47
1	12100000	12150000	6	30.666666666666668	57.666666666666664
1	12150000	12200000	5	8.8	68.8
1	12200000	12250000	5	20.4	70.8
1	12250000	12300000	15	6.266666666666667	49.4
1	12300000	12350000	9	7.444444444444445	55.111111111111114
1	12350000	12400000	5	10.8	70.4
1	12400000	12450000	5	12.4	54.6
1	12450000	12500000	14	8.571428571428571	48.857142857142854
1	12500000	12550000	6	9	57.833333333333336
1	12550000	12600000	6	17.666666666666668	54.833333333333336
1	12600000	12650000	7	12.428571428571429	60.714285714285715
1	12650000	12700000	5	9.2	86.8
1	12700000	12750000	3	7.333333333333333	86.33333333333333
1	12750000	12800000	4	10.25	75
1	12800000	12850000	4	15	65.5
1	12850000	12900000	7	12.714285714285714	44
1	12900000	12950000	17	17.352941176470587	50.23529411764706
1	12950000	13000000	3	12.333333333333334	22
1	13000000	13050000	1	15	59
1	13050000	13100000	4	12	72.25
1	13100000	13150000	5	12.8	68
1	13150000	13200000	6	6.166666666666667	56.333333333333336
1	13200000	13250000	21	111	66.66666666666667
1	13250000	13300000	6	9.333333333333334	67.16666666666667
1	13300000	13350000	5	10.2	58.4
1	13350000	13400000	19	16.63157894736842	61
1	13400000	13450000	12	9.833333333333334	73.5
1	13450000	13500000	9	15	73.77777777777777
1	13500000	13550000	11	5.363636363636363	71.54545454545455
1	13550000	13600000	6	11	76.16666666666667
1	13600000	13650000	3	81	82
1	13650000	13700000	6	7.5	64.5
1	13700000	13750000	10	15.1	68.1
1	13750000	13800000	21	11.047619047619047	69.9047619047619
1	13800000	13850000	13	7.3076923076923075	80.76923076923077
1	13850000	13900000	10	10.6	72.8
1	13900000	13950000	4	10.5	86.5
1	13950000	14000000	8	21.375	76.875
1	14000000	14050000	2	12	74.5
1	14050000	14100000	13	12.076923076923077	63.61538461538461
1	14100000	14150000	8	19	56.125
1	14150000	14200000	6	7	63.166666666666664
1	14200000	14250000	10	10.4	52.5
1	14250000	14300000	9	42.666666666666664	71.22222222222223
1	14300000	14350000	17	9.352941176470589	86.82352941176471
1	14350000	14400000	8	12.125	75.75
1	14400000	14450000	4	9	81
1	14450000	14500000	9	12.666666666666666	68.44444444444444
1	14500000	14550000	16	11.375	70.75
1	14550000	14600000	14	11.285714285714286	74.5
1	14600000	14650000	15	16.866666666666667	62.8
1	14650000	14700000	15	29.866666666666667	66.2
1	14700000	14750000	12	11.083333333333334	54.333333333333336
1	14750000	14800000	7	6.142857142857143	69
1	14800000	14850000	18	11.444444444444445	52.666666666666664
1	14850000	14900000	9	6.666666666666667	62.666666666666664
1	14900000	14950000	7	9	75.85714285714286
1	14950000	15000000	7	13	54.285714285714285
1	15000000	15050000	1	19	44
1	15050000	15100000	7	14.142857142857142	67.42857142857143
1	15100000	15150000	12	11.333333333333334	79.66666666666667
1	15150000	15200000	6	8.5	56.833333333333336
1	15200000	15250000	14	7.428571428571429	66.85714285714286
1	15250000	15300000	8	12.75	64.875
1	15300000	15350000	35	26.914285714285715	67.02857142857142
1	15350000	15400000	11	20.545454545454547	55.72727272727273
1	15400000	15450000	7	12.857142857142858	63.142857142857146
1	15450000	15500000	19	14.263157894736842	68.89473684210526
1	15500000	15550000	15	14.733333333333333	69.46666666666667
1	15550000	15600000	12	15.166666666666666	55.666666666666664
1	15600000	15650000	17	12.294117647058824	53.88235294117647
1	15650000	15700000	6	41.333333333333336	65.83333333333333
1	15700000	15750000	19	30.42105263157895	46.78947368421053
1	15750000	15800000	18	37.05555555555556	59.27777777777778
1	15800000	15850000	14	11.714285714285714	80.35714285714286
1	15850000	15900000	8	16.375	57.375
1	15900000	15950000	10	25.1	66.2
1	15950000	16000000	11	6.909090909090909	56.36363636363637
1	16000000	16050000	12	32.25	56.583333333333336
1	16050000	16100000	17	17.764705882352942	47.1764705882353
1	16100000	16150000	12	17.333333333333332	45.583333333333336
1	16150000	16200000	24	20.083333333333332	33.833333333333336
1	16200000	16250000	38	26.07894736842105	66.21052631578948
1	16250000	16300000	16	16.5625	61.625
1	16300000	16350000	10	64.3	48.6
1	16350000	16400000	67	19.074626865671643	54.04477611940298
1	16400000	16450000	61	28.311475409836067	55.295081967213115
1	16450000	16500000	16	22.1875	51.375
1	16500000	16550000	36	14.194444444444445	55.5
1	16550000	16600000	23	18.347826086956523	50.73913043478261
1	16600000	16650000	33	23.484848484848484	50.63636363636363
1	16650000	16700000	78	38.833333333333336	58.782051282051285
1	16700000	16750000	76	25.986842105263158	47.75
1	16750000	16800000	49	21.020408163265305	66.46938775510205
1	16800000	16850000	30	32.86666666666667	56.8
1	16850000	16900000	76	28.276315789473685	51.69736842105263
1	16900000	16950000	49	21.714285714285715	54.89795918367347
1	16950000	17000000	38	25.42105263157895	57.473684210526315
1	17000000	17050000	18	26	65
1	17050000	17100000	35	29.085714285714285	57.2
1	17100000	17150000	43	23.53488372093023	66.27906976744185
1	17150000	17200000	45	20.266666666666666	54.888888888888886
1	17200000	17250000	66	26.439393939393938	54.46969696969697
1	17250000	17300000	107	36.149532710280376	53.018691588785046
1	17300000	17350000	72	31.416666666666668	58.513888888888886
1	17350000	17400000	58	31.620689655172413	65.37931034482759
1	17400000	17450000	92	29.391304347826086	67.72826086956522
1	17450000	17500000	74	34.729729729729726	57.63513513513514
1	17500000	17550000	106	48.04716981132076	67.38679245283019
1	17550000	17600000	126	30.1984126984127	52.91269841269841
1	17600000	17650000	126	38.95238095238095	50.07936507936508
1	17650000	17700000	77	42.753246753246756	60.02597402597402
1	17700000	17750000	54	29.51851851851852	55.370370370370374
1	17750000	17800000	111	45.44144144144144	59.6036036036036
1	17800000	17850000	93	37.956989247311824	63.473118279569896
1	17850000	17900000	77	36.116883116883116	57.15584415584416
1	17900000	17950000	59	14.847457627118644	71.16949152542372
1	17950000	18000000	70	31.65714285714286	60.357142857142854
1	18000000	18050000	46	22.804347826086957	60.45652173913044
1	18050000	18100000	99	24.646464646464647	45.62626262626262
1	18100000	18150000	88	27.363636363636363	50.29545454545455
1	18150000	18175368	NA	NA	NA
2	0	50000	133	29.06766917293233	58.06015037593985
2	50000	100000	38	41.3421052631579	58.26315789473684
2	100000	150000	205	36.52682926829268	57.73170731707317
2	150000	200000	123	29.552845528455286	59.53658536585366
2	200000	250000	59	85.45762711864407	54.79661016949152
2	250000	300000	37	29.37837837837838	59.08108108108108
2	300000	350000	47	25.19148936170213	43.04255319148936
2	350000	400000	40	27.4	53.3
2	400000	450000	121	22.644628099173552	50.231404958677686
2	450000	500000	59	29.45762711864407	52.3728813559322
2	500000	550000	51	16.568627450980394	53.254901960784316
2	550000	600000	60	20.966666666666665	54.28333333333333
2	600000	650000	51	25.392156862745097	45.94117647058823
2	650000	700000	8	7.25	61.375
2	700000	750000	23	26.608695652173914	51.73913043478261
2	750000	800000	86	35.66279069767442	60.47674418604651
2	800000	850000	26	22.615384615384617	54.5
2	850000	900000	20	44.95	54.95
2	900000	950000	47	45.255319148936174	54.744680851063826
2	950000	1000000	51	23.019607843137255	57.94117647058823
2	1000000	1050000	35	30	60.34285714285714
2	1050000	1100000	31	26.225806451612904	53.74193548387097
2	1100000	1150000	33	37.57575757575758	51.75757575757576
2	1150000	1200000	12	41.166666666666664	71.33333333333333
2	1200000	1250000	38	17.13157894736842	50.8421052631579
2	1250000	1300000	7	9	62.142857142857146
2	1300000	1350000	28	13.178571428571429	44.535714285714285
2	1350000	1400000	14	11.785714285714286	49.92857142857143
2	1400000	1450000	11	11	48.45454545454545
2	1450000	1500000	6	6.666666666666667	36.666666666666664
2	1500000	1550000	5	6.2	48.6
2	1550000	1600000	3	14.333333333333334	85
2	1600000	1650000	7	17.142857142857142	76.71428571428571
2	1650000	1700000	NA	NA	NA
2	1700000	1750000	3	9	33.333333333333336
2	1750000	1800000	2	13	60.5
2	1800000	1850000	2	3	61.5
2	1850000	1900000	1	12	83
2	1900000	1950000	11	6	65.54545454545455
2	1950000	2000000	1	16	93
2	2000000	2050000	NA	NA	NA
2	2050000	2100000	11	9.727272727272727	77.27272727272727
2	2100000	2150000	4	114.5	60.75
2	2150000	2200000	2	9	56.5
2	2200000	2250000	1	4	50
2	2250000	2300000	1	11	61
2	2300000	2350000	4	13.75	54
2	2350000	2400000	3	11.666666666666666	60.666666666666664
2	2400000	2450000	6	8.666666666666666	53.5
2	2450000	2500000	3	13.333333333333334	88
2	2500000	2550000	2	16.5	79
2	2550000	2600000	2	16.5	86.5
2	2600000	2650000	2	17.5	59
2	2650000	2700000	4	4.5	56.75
2	2700000	2750000	4	17	46.75
2	2750000	2800000	4	19.5	63
2	2800000	2850000	6	13.166666666666666	38.833333333333336
2	2850000	2900000	3	5.666666666666667	65.66666666666667
2	2900000	2950000	3	5.666666666666667	71
2	2950000	3000000	7	7.428571428571429	44.714285714285715
2	3000000	3050000	23	11.521739130434783	37.69565217391305
2	3050000	3100000	3	2.6666666666666665	57
2	3100000	3150000	9	7.444444444444445	47
2	3150000	3200000	11	11.727272727272727	57.45454545454545
2	3200000	3250000	11	3.4545454545454546	42.72727272727273
2	3250000	3300000	6	4.5	31.833333333333332
2	3300000	3350000	4	1.75	37.25
2	3350000	3400000	4	5.25	46
2	3400000	3450000	13	13	39.92307692307692
2	3450000	3500000	7	9.857142857142858	39.42857142857143
2	3500000	3550000	5	10.6	68.8
2	3550000	3600000	2	2	49
2	3600000	3650000	8	8.125	47.625
2	3650000	3700000	1	16	65
2	3700000	3750000	11	6.363636363636363	49.36363636363637
2	3750000	3800000	7	3.5714285714285716	46.285714285714285
2	3800000	3850000	5	6	79.2
2	3850000	3900000	5	12.2	57.6
2	3900000	3950000	6	175.83333333333334	53.666666666666664
2	3950000	4000000	6	8.333333333333334	55.333333333333336
2	4000000	4050000	6	10.833333333333334	38.833333333333336
2	4050000	4100000	2	6.5	64
2	4100000	4150000	7	10.285714285714286	59.714285714285715
2	4150000	4200000	3	5.333333333333333	47.666666666666664
2	4200000	4250000	8	8.875	64.125
2	4250000	4300000	8	7.75	61.5
2	4300000	4350000	9	9.777777777777779	78.22222222222223
2	4350000	4400000	5	9.2	68.4
2	4400000	4450000	8	9.875	75.375
2	4450000	4500000	7	14.142857142857142	64
2	4500000	4550000	2	12	41.5
2	4550000	4600000	6	12.5	73.5
2	4600000	4650000	3	10.333333333333334	60.333333333333336
2	4650000	4700000	7	85.71428571428571	64.57142857142857
2	4700000	4750000	7	23.571428571428573	59.714285714285715
2	4750000	4800000	4	15	78.5
2	4800000	4850000	3	12.666666666666666	11
2	4850000	4900000	21	6.9523809523809526	40.42857142857143
2	4900000	4950000	5	3.6	58.2
2	4950000	5000000	12	12.75	58.583333333333336
2	5000000	5050000	4	11.25	53
2	5050000	5100000	7	11.857142857142858	72.42857142857143
2	5100000	5150000	7	18.857142857142858	56.285714285714285
2	5150000	5200000	6	9	50.833333333333336
2	5200000	5250000	14	5.357142857142857	49.5
2	5250000	5300000	13	7.153846153846154	61.61538461538461
2	5300000	5350000	8	18.375	43.875
2	5350000	5400000	6	8.5	53.333333333333336
2	5400000	5450000	13	11.615384615384615	43.07692307692308
2	5450000	5500000	7	9.857142857142858	57.714285714285715
2	5500000	5550000	5	22.8	57.6
2	5550000	5600000	4	8.5	53.75
2	5600000	5650000	7	13.857142857142858	65.28571428571429
2	5650000	5700000	NA	NA	NA
2	5700000	5750000	14	5.714285714285714	55.857142857142854
2	5750000	5800000	13	6.769230769230769	63.23076923076923
2	5800000	5850000	10	9.5	56.8
2	5850000	5900000	11	23.181818181818183	69.18181818181819
2	5900000	5950000	15	7.933333333333334	45.93333333333333
2	5950000	6000000	12	6.833333333333333	57.5
2	6000000	6050000	7	10.142857142857142	51.142857142857146
2	6050000	6100000	16	6.125	49
2	6100000	6150000	11	9.545454545454545	35
2	6150000	6200000	33	8.030303030303031	55.63636363636363
2	6200000	6250000	28	9.928571428571429	40.07142857142857
2	6250000	6300000	13	8	61.30769230769231
2	6300000	6350000	13	9.538461538461538	65.46153846153847
2	6350000	6400000	8	8.25	32.75
2	6400000	6450000	21	6.142857142857143	49.76190476190476
2	6450000	6500000	12	2.5833333333333335	39.166666666666664
2	6500000	6550000	15	7.066666666666666	45.733333333333334
2	6550000	6600000	27	11.481481481481481	43.44444444444444
2	6600000	6650000	1	2	52
2	6650000	6700000	NA	NA	NA
2	6700000	6750000	6	10	67
2	6750000	6800000	1	2	52
2	6800000	6850000	5	13	59.6
2	6850000	6900000	5	13.8	34
2	6900000	6950000	9	7.555555555555555	73.55555555555556
2	6950000	7000000	10	18	53.5
2	7000000	7050000	17	9.941176470588236	57.8235294117647
2	7050000	7100000	5	8.2	47.8
2	7100000	7150000	12	8.333333333333334	54.416666666666664
2	7150000	7200000	15	24.866666666666667	65.73333333333333
2	7200000	7250000	13	10.846153846153847	75.3076923076923
2	7250000	7300000	9	28.88888888888889	52.77777777777778
2	7300000	7350000	11	8.636363636363637	60.81818181818182
2	7350000	7400000	22	6.136363636363637	55.09090909090909
2	7400000	7450000	18	10.61111111111111	46.22222222222222
2	7450000	7500000	18	11.333333333333334	50.27777777777778
2	7500000	7550000	15	9.133333333333333	51.46666666666667
2	7550000	7600000	19	7.157894736842105	56.63157894736842
2	7600000	7650000	12	9.25	63.25
2	7650000	7700000	9	17.11111111111111	42.333333333333336
2	7700000	7750000	14	10.5	50.5
2	7750000	7800000	9	24	39.55555555555556
2	7800000	7850000	5	27.4	36
2	7850000	7900000	10	7.9	62.1
2	7900000	7950000	4	6.75	70.5
2	7950000	8000000	14	7.214285714285714	40.642857142857146
2	8000000	8050000	19	8.31578947368421	57.8421052631579
2	8050000	8100000	14	11.428571428571429	66.21428571428571
2	8100000	8150000	9	35.111111111111114	49.44444444444444
2	8150000	8200000	14	7.214285714285714	45.07142857142857
2	8200000	8250000	14	56.785714285714285	55.714285714285715
2	8250000	8300000	16	17.5	57.875
2	8300000	8350000	18	8.222222222222221	47.44444444444444
2	8350000	8400000	5	26.8	52.6
2	8400000	8450000	7	5	43.42857142857143
2	8450000	8500000	13	11.538461538461538	72.53846153846153
2	8500000	8550000	29	37.275862068965516	51.10344827586207
2	8550000	8600000	19	14.157894736842104	57.78947368421053
2	8600000	8650000	20	10.7	71.45
2	8650000	8700000	28	15.857142857142858	57.57142857142857
2	8700000	8750000	33	21.939393939393938	73.66666666666667
2	8750000	8800000	34	20	50.794117647058826
2	8800000	8850000	21	72.47619047619048	57.714285714285715
2	8850000	8900000	30	18.733333333333334	56.6
2	8900000	8950000	16	21.125	55.1875
2	8950000	9000000	24	12.541666666666666	73.95833333333333
2	9000000	9050000	32	20.84375	75.84375
2	9050000	9100000	12	17.333333333333332	51.166666666666664
2	9100000	9150000	16	14.0625	75.75
2	9150000	9200000	24	15.541666666666666	73.16666666666667
2	9200000	9250000	5	9	60
2	9250000	9300000	6	12.166666666666666	72.33333333333333
2	9300000	9350000	25	14.4	50.64
2	9350000	9400000	41	29.853658536585368	51.829268292682926
2	9400000	9450000	44	25.772727272727273	50.06818181818182
2	9450000	9500000	73	43.082191780821915	63.32876712328767
2	9500000	9529647	NA	NA	NA
3	0	50000	59	18.864406779661017	49.54237288135593
3	50000	100000	30	17.7	57.266666666666666
3	100000	150000	47	27.27659574468085	61.191489361702125
3	150000	200000	64	30.09375	70.375
3	200000	250000	31	21.225806451612904	65.12903225806451
3	250000	300000	31	17.838709677419356	64.19354838709677
3	300000	350000	21	43.333333333333336	78.42857142857143
3	350000	400000	33	15.242424242424242	71.57575757575758
3	400000	450000	49	33.183673469387756	67.04081632653062
3	450000	500000	35	24.428571428571427	67.77142857142857
3	500000	550000	54	26.12962962962963	67.24074074074075
3	550000	600000	84	19.25	68.98809523809524
3	600000	650000	73	15.136986301369863	71.56164383561644
3	650000	700000	54	26.09259259259259	69.31481481481481
3	700000	750000	63	29.61904761904762	77.85714285714286
3	750000	800000	50	11.8	79.36
3	800000	850000	48	22.75	68.875
3	850000	900000	37	15.432432432432432	71.78378378378379
3	900000	950000	63	28.984126984126984	67.5079365079365
3	950000	1000000	79	26.962025316455698	67.9746835443038
3	1000000	1050000	73	24.164383561643834	57.84931506849315
3	1050000	1100000	60	23.3	72.88333333333334
3	1100000	1150000	56	22.285714285714285	78.73214285714286
3	1150000	1200000	91	28.142857142857142	64.41758241758242
3	1200000	1250000	70	40.32857142857143	64.54285714285714
3	1250000	1300000	55	13.181818181818182	68.30909090909091
3	1300000	1350000	53	50.24528301886792	73.33962264150944
3	1350000	1400000	47	16.680851063829788	64.44680851063829
3	1400000	1450000	86	24.53488372093023	63.895348837209305
3	1450000	1500000	52	19.5	70.78846153846153
3	1500000	1550000	55	53.67272727272727	71.07272727272728
3	1550000	1600000	61	27.75409836065574	76.85245901639344
3	1600000	1650000	41	29.75609756097561	68.26829268292683
