population	PC1	PC2	PC3	PC4	PC5	chr	start	end
JekyllIs_1068	-0.93802932631994	-0.0103881586296322	-0.171371227848314	-0.448411749757017	0.683040698861145	04	12176292	14136194
JekyllIs_1079	-0.985155979765319	-0.0856110357693433	-0.165729167424326	-0.218373943164159	0.690965292294407	04	12176292	14136194
JekyllIs_1078	-0.955451592018833	-0.0495691266603985	-0.149235905128479	-0.251729547309488	0.608617173500485	04	12176292	14136194
JekyllIs_1055	-0.953616622909042	-0.0284573164125659	-0.130457724612593	-0.458027607358936	0.691374414250999	04	12176292	14136194
JekyllIs_1041	-0.936888686354311	-0.0434985020925935	-0.107945565116603	-0.541371205614348	0.648346702019109	04	12176292	14136194
JekyllIs_1067	-1	-0.0597632173820513	-0.190105205763193	-0.125673148631983	0.609008567615919	04	12176292	14136194
JekyllIs_1038	-0.972982106792742	-0.0197261733898813	-0.166328457330048	-0.421373343846094	0.574389779581215	04	12176292	14136194
JekyllIs_1049	-0.924697173867583	-0.0327048466051987	-0.203132699875385	-0.0602673711148486	0.527077734483571	04	12176292	14136194
JekyllIs_1061	-0.90968261497808	-0.101026096697758	-0.203546393565274	-0.313002185609039	0.630009893481709	04	12176292	14136194
JekyllIs_1050	-0.943336578196742	-0.0337647279268648	-0.247074160546355	-0.360243065869225	0.594888011927665	04	12176292	14136194
JekyllIs_1044	-0.959394883304059	-0.0796206095605553	-0.227751998081469	-0.427404622473269	0.734119904224741	04	12176292	14136194
JekyllIs_1040	-0.938839012237076	-0.0351342360401951	-0.178984793633405	-0.253583813391771	0.590738099340625	04	12176292	14136194
JekyllIs_1046	-0.943395665773967	0.012547978437315	-0.170102431698018	-0.585997276271823	0.653117953420454	04	12176292	14136194
JekyllIs_1069	-0.950058454150947	-0.0429715018765151	-0.184128435726666	-0.389311248086711	0.661838415748406	04	12176292	14136194
JekyllIs_1073	-0.972260008900102	-0.044023509041325	-0.14806299186006	-0.66125385177203	0.597001011524968	04	12176292	14136194
JekyllIs_1065	-0.974212678280111	-0.0650404232883607	-0.176789672936503	-0.127116890741714	0.688664421715243	04	12176292	14136194
JekyllIs_1056	-0.925331776030025	-0.0736350714476849	-0.167346774394565	-0.187073447558356	0.542402877230902	04	12176292	14136194
JekyllIs_1064	-0.941131046542383	-0.0543689321809604	-0.192108524023745	-0.0727184381583402	0.672144552515533	04	12176292	14136194
JekyllIs_1070	-0.512201136094152	0.145891922430408	0.142265627069873	-0.522779053991386	0.712513264214352	04	12176292	14136194
MagdalenIs_899	0.961335351155226	-0.861786973383286	-0.0445794237898292	-0.266449264096038	0.587462647798152	04	12176292	14136194
MagdalenIs_910	0.975606450629067	-0.798512430071335	-0.217952081805976	-0.331164194452232	0.578763424878334	04	12176292	14136194
MagdalenIs_920	0.960763769545968	-0.795465816043954	-0.0294550647959484	-0.27783350628771	0.626013064932528	04	12176292	14136194
MagdalenIs_902	0.970192296457472	-0.884171253062133	-0.0344546168016013	-0.214883504558272	0.633357917776121	04	12176292	14136194
MagdalenIs_922	0.959147360361255	-0.777651549539389	-0.0962515616741682	-0.304525442295547	0.598980972065181	04	12176292	14136194
MagdalenIs_907	0.992626903748351	-0.890150603748937	-0.122777846820113	-0.243173831413077	0.634499938699726	04	12176292	14136194
MagdalenIs_926	0.980965703047119	-0.88095378386668	-0.129563771578143	-0.234251361272637	0.568415232002099	04	12176292	14136194
MagdalenIs_906	0.970469957642678	-0.98177767289758	-0.0861716244352982	-0.240634073742582	0.624920523325385	04	12176292	14136194
MagdalenIs_928	0.958944134937676	-0.706942651594594	-0.152624157831589	-0.134283099846547	0.60649744979262	04	12176292	14136194
MagdalenIs_909	0.982616941502351	-0.866749285564699	-0.0612588168937371	-0.232176042924288	0.58381013281152	04	12176292	14136194
MagdalenIs_897	0.957868010088524	-0.817880892942199	-0.0591180957980099	-0.325196120738185	0.608855202859297	04	12176292	14136194
MagdalenIs_900	0.970476620674573	-0.933450452405664	-0.223025635458374	-0.352640046657235	0.527738024849975	04	12176292	14136194
MagdalenIs_932	0.958366702735081	-0.895317535088598	-0.128693030094279	-0.132601111609771	0.585389976362799	04	12176292	14136194
MagdalenIs_925	0.964433239122567	-0.74469607564723	-0.156358852842731	-0.38311097786066	0.566315223384217	04	12176292	14136194
MagdalenIs_901	0.967909930979323	-0.808267996144726	-0.054413790848151	-0.402278523169772	0.636785889817475	04	12176292	14136194
MagdalenIs_903	0.967675027482251	-0.920668985591566	-0.0510581638203543	-0.358565346965786	0.626841673635957	04	12176292	14136194
MagdalenIs_936	0.968399567012619	-0.929044380162464	-0.057007050913509	-0.294320902202893	0.62239780898465	04	12176292	14136194
MagdalenIs_919	0.975227072219066	-0.927953767191646	-0.207865076908097	-0.202913201326615	0.630122779828611	04	12176292	14136194
MagdalenIs_908	0.925551017636024	-0.688752970018436	-0.0371071853730545	-0.219377038680698	0.626784193555623	04	12176292	14136194
MagdalenIs_898	0.993171729601556	-0.820495579839318	-0.0670755890861082	-0.204141122620062	0.645593118543844	04	12176292	14136194
MagdalenIs_929	0.970655939195372	-0.767714003678153	0.0114576537340909	-0.236856308119984	0.628876810129567	04	12176292	14136194
MagdalenIs_933	0.996510356505288	-0.895303073500658	-0.10430322238244	-0.239042107554779	0.624450093873583	04	12176292	14136194
MagdalenIs_905	0.964057491556458	-0.866250347400857	-0.113656724345766	-0.31323932753492	0.635155749025439	04	12176292	14136194
MagdalenIs_924	0.979619644171906	-0.827779826983799	-0.156967479704725	-0.238295935881497	0.598024275216893	04	12176292	14136194
MagdalenIs_927	0.961413348077759	-0.795200334282775	-0.0471751728411977	-0.26744708789783	0.606357620093961	04	12176292	14136194
MagdalenIs_921	0.975747713726375	-0.850915932286205	-0.136306664293874	-0.175614159482831	0.658144000376469	04	12176292	14136194
MagdalenIs_1206	0.974335407464809	-0.837706813743169	-0.154268174984938	-0.349492554160869	0.62586483274083	04	12176292	14136194
MagdalenIs_890	0.979100432708134	-0.844807847420995	-0.123003001466262	-0.289410817276342	0.628987363595693	04	12176292	14136194
MagdalenIs_931	0.994016925682876	-0.853260021771172	-0.132260408502934	-0.387033721004068	0.574697135913728	04	12176292	14136194
MagdalenIs_930	1	-0.900586799306962	-0.163283280335833	-0.401700044775173	0.557362735306175	04	12176292	14136194
MagdalenIs_895	0.991067602408515	-0.833871737849101	-0.155372922797922	-0.146129349448103	0.663154517673635	04	12176292	14136194
MagdalenIs_889	0.969554029404681	-0.861791326026493	-0.197589742065062	-0.238283487225219	0.620578423338684	04	12176292	14136194
MagdalenIs_894	0.98998999683061	-0.761623261930733	-0.245940521934762	-0.522230741394787	0.569183375179168	04	12176292	14136194
MagdalenIs_935	0.969214794007101	-0.78096129756645	-0.0915578134589818	-0.335041647082482	0.610128983122504	04	12176292	14136194
MagdalenIs_891	0.991337553619417	-0.951847994276254	-0.0807649481139503	-0.238948852365358	0.64503791427728	04	12176292	14136194
MagdalenIs_904	0.9915036997256	-0.843112358713266	-0.00815840766224385	-0.280700864451699	0.660945889554766	04	12176292	14136194
MagdalenIs_892	0.964663620736268	-0.84972920008095	-0.168578812484214	-0.322823960813556	0.579723643987884	04	12176292	14136194
MagdalenIs_923	0.971695495546673	-0.806887891267318	-0.12778238467739	-0.332400592296669	0.587876674225449	04	12176292	14136194
MagdalenIs_934	0.985957670146138	-1	-0.131257635563662	-0.161416050355255	0.58951905952392	04	12176292	14136194
MagdalenIs_896	0.951179980260083	-0.823320310750131	-0.044821079865999	-0.225840864958137	0.621161540874163	04	12176292	14136194
MagdalenIs_1207	0.98139786307262	-0.88042660523829	-0.100318769251264	-0.369121444363774	0.633709233806309	04	12176292	14136194
MagdalenIs_893	0.732011474477775	0.630819371180407	0.557736292103731	-0.447955480362695	0.718187245511986	04	12176292	14136194
MinasBasin_941	0.815084147903334	0.678344932149583	-0.306374098311432	-0.0233987565564404	0.700981750147755	04	12176292	14136194
MinasBasin_976	0.805913654094564	0.818917421228169	-0.457896131135799	-0.141159818130434	0.677913148629699	04	12176292	14136194
MinasBasin_943	0.819187942261229	0.809861004534749	-0.309971133184204	-0.634316554458472	0.583898082083961	04	12176292	14136194
MinasBasin_974	0.811741752962209	0.846587803854484	-0.375388756237837	-0.652850714225143	0.525154126194529	04	12176292	14136194
MinasBasin_1209	0.814984126940728	0.846998914217798	-0.441946820236371	-0.52647685790654	0.564243191073593	04	12176292	14136194
MinasBasin_953	0.814259480186203	0.695845375864202	-0.396055909211579	-0.468610279582516	0.555851485163876	04	12176292	14136194
MinasBasin_969	0.770732435369865	0.869881623727497	-0.307923364294128	-0.313083961064542	0.661015008206028	04	12176292	14136194
MinasBasin_950	0.795503877537731	0.871829534160535	-0.427993075820763	-0.601439064544435	0.580943989178753	04	12176292	14136194
MinasBasin_967	0.796555211075866	0.845177902816767	-0.34298024082709	-0.331086593473359	0.595474311884156	04	12176292	14136194
MinasBasin_945	0.798832284955557	0.849449090533693	-0.295767237731113	-0.207686610296154	0.552617527566739	04	12176292	14136194
MinasBasin_1211	0.797539578270906	0.896858899284079	-0.335242307967466	-0.871264650645981	0.523954686577248	04	12176292	14136194
MinasBasin_978	0.807631188307773	0.834504140205487	-0.360782161770331	-0.333392828645675	0.556766382642663	04	12176292	14136194
MinasBasin_1210	0.824256952046191	0.872146746522564	-0.494177660948608	-0.503950459101073	0.651023870823266	04	12176292	14136194
MinasBasin_970	0.809047234617927	0.810819510989928	-0.220545893892671	-0.541187558184026	0.50465740284474	04	12176292	14136194
MinasBasin_959	0.826373246247298	0.822577446576591	-0.310874980817873	-0.591003184164183	0.499155882439442	04	12176292	14136194
MinasBasin_951	0.793742151130911	0.883423044385291	-0.334989917482943	-0.50827882178866	0.523350079708713	04	12176292	14136194
MinasBasin_946	0.826115357420787	0.58487410914797	-0.125694672685734	-0.408352023242504	0.62273962813618	04	12176292	14136194
MinasBasin_958	0.786171863210125	0.648521890038076	0.098576201418977	-0.363565965580559	0.580962576234606	04	12176292	14136194
MinasBasin_965	0.813119126432802	0.872926136213314	-0.466874958934555	0.562475758614172	0.781903504267603	04	12176292	14136194
MinasBasin_1213	0.813604395106871	0.891218294190768	-0.38465343758226	-0.527673241905971	0.562915965814497	04	12176292	14136194
MinasBasin_952	0.818680743257245	0.880742782327659	-0.767175264244327	0.135304279490633	0.796778910955871	04	12176292	14136194
MinasBasin_982	0.823800843201449	0.899198132014186	-0.683635632016991	0.0223032973481896	0.739503223541436	04	12176292	14136194
MinasBasin_983	0.840067258963987	0.659024971985617	-0.346531428212754	0.688585033300875	0.897819868227705	04	12176292	14136194
MinasBasin_1212	0.801510124531911	0.874058672376505	-0.434182008597943	-0.447747629321278	0.564748377297212	04	12176292	14136194
MinasBasin_980	0.799224105296347	0.885863518819921	-0.706368402387307	0.33072700310637	0.737638216158931	04	12176292	14136194
MinasBasin_975	0.810960459655881	0.841684902342395	-0.623334673561577	0.348419763180524	0.747768586024539	04	12176292	14136194
MinasBasin_981	0.791217749255182	0.828214752811451	-0.299476901788374	-0.539681397229122	0.548949719213693	04	12176292	14136194
MinasBasin_944	0.793351340128376	0.649109675544431	-0.090968116574928	-0.418923435470197	0.521828223353019	04	12176292	14136194
MinasBasin_947	0.807548977984007	0.807256147350605	-0.387024489855105	-0.518639367279875	0.486656688070124	04	12176292	14136194
MinasBasin_973	0.833623700722222	1	-1	1	0.885720900319612	04	12176292	14136194
MinasBasin_961	0.827787012782332	0.844715008459776	-0.797748965044704	0.400070266733901	0.716441825908714	04	12176292	14136194
MinasBasin_939	0.816771383209749	0.739186875708787	-0.460692676995566	-0.650846059752327	0.465755879226045	04	12176292	14136194
MinasBasin_938	0.844088015627383	0.767075921394228	-0.458390605493006	-0.811976356024061	0.491426154794243	04	12176292	14136194
MinasBasin_955	0.796956040953077	0.70884326654343	-0.446166547851988	-0.385131527233999	0.513653221686349	04	12176292	14136194
MinasBasin_963	0.796175708309681	0.995919411123026	-0.680276700807585	-0.526313667118359	0.542162789768149	04	12176292	14136194
MinasBasin_940	0.799131161876536	0.743433033661839	-0.121037798970865	-0.475931271095041	0.614818379653616	04	12176292	14136194
MinasBasin_962	0.819336745809856	0.876281854554584	-0.821479031982597	0.435844629190014	0.70892638957767	04	12176292	14136194
MinasBasin_979	0.826545009209041	0.764243627714395	-0.595681088685834	-0.724282047553441	0.470128194263419	04	12176292	14136194
MinasBasin_942	0.794575031702846	0.925178732491896	-0.407374879851241	-0.731861990402388	0.602378788794364	04	12176292	14136194
MinasBasin_966	0.812266503262953	0.660006958297141	-0.518649329240522	-0.569072678178889	0.607471936590977	04	12176292	14136194
MinasBasin_972	0.804589293405327	0.941410709022274	-0.570590477060996	-0.649013271605342	0.527801354776779	04	12176292	14136194
MinasBasin_937	0.81586723066665	0.73851938934498	-0.347530183145703	-1	0.523737316707102	04	12176292	14136194
Patchogue_994	-0.13678292295246	0.233101931917202	0.252599401965264	0.580417457165753	0.430208104502581	04	12176292	14136194
Patchogue_1025	-0.0707711572703417	0.281281153602047	0.224889135927879	0.170059341195743	0.0937410483035441	04	12176292	14136194
Patchogue_1006	0.687573539533056	0.559941827380572	0.47787355512685	-0.342926247620486	0.663747932401041	04	12176292	14136194
Patchogue_1002	0.721163974944267	0.512525218047513	0.492375238463645	-0.420763043482764	0.593272659883576	04	12176292	14136194
Patchogue_1486	-0.127851534571207	0.289163751569132	0.314646366000334	0.0161691120439178	0.633817775687007	04	12176292	14136194
Patchogue_1028	0.69650844824584	0.460803134470338	0.500343453976557	-0.484672611064297	0.671528740703392	04	12176292	14136194
Patchogue_1488	0.756772539100579	0.506189124255825	0.345881039701293	-0.122856831066727	0.682429616591248	04	12176292	14136194
Patchogue_1001	-0.158893594557863	0.209636394779588	0.331492567535422	-0.23000678367816	0.707216827754166	04	12176292	14136194
Patchogue_993	0.700682493905006	0.619225284455028	0.620128217620404	-0.260423460176988	0.662148946329705	04	12176292	14136194
Patchogue_1017	-0.191679302978904	0.22632420632991	0.195305019728763	-0.154148817894527	0.843828600792564	04	12176292	14136194
Patchogue_986	-0.876573217656426	-0.0230939001792118	-0.165340580652956	-0.386578752166288	0.579302028556618	04	12176292	14136194
Patchogue_1027	0.70394723480979	0.446942328124734	0.668111773612892	-0.24821966701884	0.759139171430869	04	12176292	14136194
Patchogue_1003	-0.181543776443903	0.264046227757018	0.228031773321837	-0.71323718677218	0.577344000155565	04	12176292	14136194
Patchogue_1004	0.678861148168534	0.601004344120631	0.597849725355719	-0.184803771346803	0.680368576502759	04	12176292	14136194
Patchogue_990	-0.163667847172869	0.300733473193728	0.375497305418826	0.875197787560189	-1	04	12176292	14136194
Patchogue_985	0.682868177241454	0.52380424209766	0.577696985688727	-0.242652070490673	0.57498806214335	04	12176292	14136194
Patchogue_1024	0.742822013748624	0.5092397656647	0.408590624948942	-0.378822075315885	0.500095344069299	04	12176292	14136194
Patchogue_1029	0.660533690144326	0.529018625808944	0.579427070600643	-0.237556039708057	0.615330535619524	04	12176292	14136194
Patchogue_988	0.67562702907374	0.567420481717655	0.589035462270834	-0.451211586902986	0.610493279079062	04	12176292	14136194
Patchogue_1026	0.731998719577301	0.461879123970264	0.5098059117972	-0.248568185337654	0.559201569971296	04	12176292	14136194
Patchogue_1022	0.672418587013805	0.524938514818321	0.627000044932541	-0.444266599957884	0.624715698856863	04	12176292	14136194
Patchogue_1019	0.737906577014548	0.542382620562824	0.546572102037866	-0.0585804879366782	0.655766442189315	04	12176292	14136194
Patchogue_991	-0.159105041086108	0.269626285206695	0.56934252967298	-0.547235552244273	0.839047304956557	04	12176292	14136194
Patchogue_1010	-0.0855255513910625	0.321453656717593	0.328899404045287	-0.0818195802607378	0.333178903527856	04	12176292	14136194
Patchogue_1007	-0.117893709095949	0.247739967766307	0.35132034805992	-0.224059769724365	0.777238891713691	04	12176292	14136194
Patchogue_1013	0.668892931320307	0.550674225640306	0.758622738820125	-0.179568802621203	0.710109456340583	04	12176292	14136194
Patchogue_987	-0.0951139304134608	0.300220333014146	0.442028163228677	0.654646695812192	0.929759204501398	04	12176292	14136194
Patchogue_1015	0.628583248617661	0.435695586621878	0.697043013051831	-0.374951396081174	0.762487658658004	04	12176292	14136194
Patchogue_1021	0.711802341816808	0.561487376598642	0.716048583136069	-0.156477065511799	0.696193339042677	04	12176292	14136194
Patchogue_1008	0.697417040770407	0.619239206852955	0.736481990762253	-0.236917350539807	0.756809880656858	04	12176292	14136194
Patchogue_1016	0.654202299259892	0.542255274835095	0.650884683356067	-0.340152339502462	0.455883095142727	04	12176292	14136194
Patchogue_1216	-0.1721413374503	0.248805889317014	0.525664689266844	-0.731401918524725	0.606681029838586	04	12176292	14136194
Patchogue_1014	-0.158991222562265	0.272894219711794	0.328073816611193	0.294789741400518	0.804381931179075	04	12176292	14136194
Patchogue_995	0.70539932113994	0.594722392375967	0.799595261105889	-0.29706245159387	0.773347883074969	04	12176292	14136194
Patchogue_1484	-0.0518730630533752	0.339569235663863	0.215310911945978	-0.453403682770706	0.578567657084624	04	12176292	14136194
Patchogue_1214	-0.0478457917781748	0.290743830057163	0.321298209193503	0.302257399615153	0.278560010800773	04	12176292	14136194
Patchogue_1215	0.702189649025225	0.605591388357344	0.634896390253867	-0.4852533001385	0.612926133981981	04	12176292	14136194
Patchogue_1220	-0.0991155415067786	0.326758743458171	0.484247018856012	-0.0541014553853588	0.474385544851452	04	12176292	14136194
Patchogue_1219	0.68712341861886	0.561221643814334	0.868883230497453	-0.608199143621327	0.651831027950838	04	12176292	14136194
Patchogue_1218	0.659577955555025	0.55241213670494	0.913208308251157	-0.0648395276445151	0.656484659877926	04	12176292	14136194
Patchogue_1217	0.690707643491364	0.490272400356771	1	-0.673219460279235	0.727025678397903	04	12176292	14136194
Patchogue_1020	-0.107909552779074	0.199926582578866	0.470929415810779	0.684259730517922	1	04	12176292	14136194
JekyllIs_1035	-0.88167847885598	-0.740233014919694	-0.623791485985244	0.0666802085864986	-0.436725648144105	05	21158778	22585819
JekyllIs_1034	-0.935188047366143	-0.717286768911452	-0.368269496753789	-0.10440250054562	-0.326614175616347	05	21158778	22585819
JekyllIs_1057	-0.89181060242139	-0.670625451760241	-0.212254016204211	-0.0196181523953411	-0.498563837072831	05	21158778	22585819
JekyllIs_1063	-0.96172770636719	-0.606828185625624	-0.396743307809066	-0.100727701755841	-0.421054839094058	05	21158778	22585819
JekyllIs_1222	-0.918730386617284	-0.705202202217232	-0.441362271135186	-0.189971494062071	-0.376555184825965	05	21158778	22585819
JekyllIs_1072	-0.922050045174298	-0.707520115802906	-0.374800559241767	0.0976603534332972	-0.666382935648934	05	21158778	22585819
JekyllIs_1076	-0.939431309881266	-0.722988627866133	-0.582512483977041	-0.2260761617304	-0.365518303806268	05	21158778	22585819
JekyllIs_1074	-0.950133173957127	-0.727845673635542	-0.181583846227489	-0.0172821906132394	-0.215222714151139	05	21158778	22585819
JekyllIs_1042	-0.921057345644279	-0.695232450707065	-0.627341356807142	-0.358576162082038	-0.729152781514068	05	21158778	22585819
JekyllIs_1036	-0.945339447243342	-0.798958917570387	-0.471401701008496	-0.156498638003502	-0.434858853844996	05	21158778	22585819
JekyllIs_1077	-0.878342762291792	-0.659130437508185	-0.345889814302028	-0.147742459796285	-0.397055251474527	05	21158778	22585819
JekyllIs_1051	-0.936140187514652	-0.691490943717183	-0.33086381747966	-0.0663620592557774	-0.539533868156095	05	21158778	22585819
JekyllIs_1043	-0.938597036184393	-0.774544481151635	-0.377366378303593	-0.203877946761196	-0.462193808197139	05	21158778	22585819
JekyllIs_1221	-0.900665225369316	-0.716376581733408	-0.521370401364565	-0.411510330108276	-0.485563239987052	05	21158778	22585819
JekyllIs_1047	-0.904631832090807	-0.755681732918558	-0.492716001197289	0.327706614168787	-0.310935727456715	05	21158778	22585819
JekyllIs_1054	-0.918931513066099	-0.820833847273414	-0.344594575307968	-0.235861414876296	-0.453473483329049	05	21158778	22585819
JekyllIs_1052	-0.915014779116255	-0.702777520019685	-0.440295842909061	-0.196041400514887	-0.530781499308872	05	21158778	22585819
JekyllIs_1033	-0.961917084892991	-0.813039895686569	-0.47300488108839	-0.232520497795323	-0.668745969451193	05	21158778	22585819
JekyllIs_1060	-0.87245880134102	-0.858503867433648	-0.541967799661206	-0.0584991685855558	-0.524651859495659	05	21158778	22585819
JekyllIs_1066	-0.898021621701113	-0.863337959983972	-0.378971148705516	-0.190869098354897	-0.357046577499768	05	21158778	22585819
JekyllIs_1075	-0.942408130571791	-0.766208136810971	-0.347993496161722	-0.220338805098552	-0.390617173687253	05	21158778	22585819
JekyllIs_1058	-0.966960694085144	-0.710590825493039	-0.282914507561113	-0.157893499780646	-0.656492071705384	05	21158778	22585819
JekyllIs_1048	-0.958944743823778	-0.666452334395056	-0.40069604397246	0.0881644849317791	-0.390339876267831	05	21158778	22585819
JekyllIs_1068	-0.871371206583387	-0.737996187443813	-0.534797276336721	0.38144662830254	-0.324032314474245	05	21158778	22585819
JekyllIs_1079	-0.915398118579732	-0.790269652883448	-0.395728710337409	-0.0229961895071863	-0.175003780713736	05	21158778	22585819
JekyllIs_1078	-0.953522465575017	-0.713035207240337	-0.453332630767384	-0.215846704108151	-0.446986832930449	05	21158778	22585819
JekyllIs_1055	-0.899129373568307	-0.748134121738863	-0.363113370015627	-0.0319861087396545	-0.632096475757079	05	21158778	22585819
JekyllIs_1041	-0.88911933098017	-0.915377428133797	-0.298453526710582	-0.162349881042237	-0.371197600521551	05	21158778	22585819
JekyllIs_1067	-0.938994479267881	-0.854389822662477	-0.323277456024204	0.0285351167494732	-0.729505645224538	05	21158778	22585819
JekyllIs_1038	-0.897567336780949	-0.80777711735885	-0.376775336279162	-0.208512823071701	-0.0995726974896214	05	21158778	22585819
JekyllIs_1049	-0.984409783232351	-0.789858687185953	-0.318929818159736	-0.0965021074046635	-0.461065065185443	05	21158778	22585819
JekyllIs_1061	-0.98106466658908	-0.825665288389949	-0.497508674585293	-0.00723211351441733	-0.532253808902953	05	21158778	22585819
JekyllIs_1050	-0.912411921456731	-0.843754961410772	-0.454609444752216	-0.0877126047369557	-0.522632580089251	05	21158778	22585819
JekyllIs_1044	-0.937798162722414	-0.772673965783673	-0.629754425008535	-0.350596102307986	-0.730676453242237	05	21158778	22585819
JekyllIs_1040	-0.901330903283725	-0.820920794600055	-0.432546923081952	0.307414052970723	-0.580859762133444	05	21158778	22585819
JekyllIs_1046	-0.956884961425694	-0.753608061554175	-0.276627003951104	0.198496406284572	-0.548946158212078	05	21158778	22585819
JekyllIs_1069	-1	-0.763877862577135	-0.237367012782394	-0.0297741882281325	-0.571701016859688	05	21158778	22585819
JekyllIs_1073	-0.875420881462013	-0.886601389843926	-0.536523646692453	-0.297223705814173	-0.97114483086724	05	21158778	22585819
JekyllIs_1065	-0.951509998581511	-0.735599957077979	-0.36779341880828	-0.146666274524654	-0.224800446746452	05	21158778	22585819
JekyllIs_1056	-0.915037641480265	-0.911496188376239	-0.428523926898253	0.159201920097321	-0.349723676637678	05	21158778	22585819
JekyllIs_1064	-0.943207734447108	-0.822426871088671	-0.334127714657962	-0.30838715944443	-0.534416686065002	05	21158778	22585819
JekyllIs_1070	-0.933801370176579	-0.879765393610796	-0.41835446399094	-0.186246957041953	-0.536943497209917	05	21158778	22585819
MagdalenIs_899	0.721285641719215	-0.388261922210083	-0.452022727204639	-0.0537789526485851	-0.408854395981898	05	21158778	22585819
MagdalenIs_910	0.678878968548543	-0.355853960511821	-0.501111524159296	-0.0916891668818115	-0.356276045384796	05	21158778	22585819
MagdalenIs_920	1	-0.365003704661988	-0.369808628934889	-0.0447841767797271	-0.365927830840879	05	21158778	22585819
MagdalenIs_902	0.719507363153867	-0.330249278285082	-0.354493401033486	0.171656005279473	-0.478101813784633	05	21158778	22585819
MagdalenIs_922	0.811265193392901	-0.388457865065774	-0.348130486590931	-0.077808735130094	-0.531042743177488	05	21158778	22585819
MagdalenIs_907	0.854841206839966	-0.388629760086345	-0.462136838233856	-0.160451104562295	-0.47355991478352	05	21158778	22585819
MagdalenIs_926	0.691322070192891	-0.278741299268573	-0.51654766923366	-0.161374288483142	-0.608837443201712	05	21158778	22585819
MagdalenIs_906	0.878996687418629	-0.450933944743643	-0.425887315832822	-0.0575115749995806	-0.490374102626133	05	21158778	22585819
MagdalenIs_928	0.779128649703839	-0.337050216464194	-0.456800311181346	-0.29981952115752	-0.479507288282945	05	21158778	22585819
MagdalenIs_909	0.936220400969616	-0.36988678961137	-0.43689254422574	-0.189059055931448	-0.450020178351293	05	21158778	22585819
MagdalenIs_897	0.726406433312808	-0.325670302815492	-0.407084943490794	-0.100600421969491	-0.502590424912641	05	21158778	22585819
MagdalenIs_900	0.682623981281383	-0.265834893067008	-0.421939309420474	-0.221459529505455	-0.426821371911541	05	21158778	22585819
